ContentNormalizedHash,LinkedPostId,LinkedPostTypeId,PostCount
8188505930323718743,9105816,1,1
3123312877216599730,4261133,1,1
-8741652943657760252,11097572,1,1
-1089631285002457418,5430929,1,1
1221127247954843534,12696242,1,1
-2285107954955793589,10066043,1,1
-5609930268652224171,17766405,1,1
-6211234179056392108,29549935,1,1
5040875285405407703,19560198,1,1
5198291174551208720,11154367,1,1
-6047303040035815594,9419122,1,1
-3698935986843499207,27789446,1,1
-7453942060409773993,7425557,1,1
5370604256335557212,23675550,1,1
-877584626227101998,40224476,1,1
-1109976847078014020,36200323,1,1
-3167115564509956504,9962882,1,1
7026348665282460902,11264989,1,1
6619940066394965945,40834173,1,1
-2826987762035904361,15126430,1,1
1726631471295947849,33771676,1,1
-138111819698888027,26873045,1,1
2947735055068460393,11153892,1,1
7178136369652623607,11780558,1,1
7721544304365375159,35955063,1,1
-1080942473061654722,5744041,1,1
7252523786442588620,25279522,1,1
7793210067508735867,50108286,1,1
-1617323923899603740,2811001,1,1
1200273668566420134,18856963,1,1
-8859851351648087492,12229424,1,1
4791981546572096012,11839502,1,1
-2829042741869095100,23667340,1,1
-7215110244946578911,10501521,1,1
5246653487409340047,15160598,1,1
4830693787173672073,34896122,1,1
-4732399677531967699,26245139,1,1
2273561444595463072,20910239,1,1
-9173189981718738024,25486808,1,1
6022187300998335238,16173451,1,1
1204565181940359069,47119412,1,1
-4375045225601693729,9093271,1,1
4485157844015520490,40807690,1,1
-8224110448744308329,35955063,1,1
-9125605685752699605,45198781,1,1
-6004285186626652957,42211576,1,1
2211101511260891477,16441220,1,1
-3167733607026581358,32919571,1,1
-6652240785205538448,1372366,1,1
-1133092302879990741,3669239,1,1
843640321855654401,3667201,1,1
3096349960353399991,528858,1,1
5296528158882968512,10809529,1,1
2466944930623159695,33808912,1,1
-770531983746463055,3985214,1,1
-6859133818110055260,46736602,1,1
2174625515230333519,3586736,1,1
-5568925252093152139,23011547,1,1
8688291585273705547,3623412,1,1
-1672991399890843614,4838613,1,1
-254946049466651157,30134662,1,1
118110409906493868,5126704,1,1
-1020519675433852487,12019925,1,1
-6238895206799184125,48717727,1,1
-7734446394637501744,1010343,1,1
3023897434136643992,23502559,1,1
-6964892549791825599,22526992,1,1
-8024222030719227058,20171165,1,1
-1686770764938637188,19204737,1,1
-1182450465060892667,33117261,1,1
1956292602040718630,8659808,1,1
922907322247481010,962915,1,1
1132336783662247170,30682580,1,1
-157652313684978213,35006682,1,1
-776857195047703040,4290834,1,1
-8698916533449292919,3401757,1,1
3946392111395748761,2151162,1,1
-6651078057262021055,4112686,1,1
-8767200633655735448,6163111,1,1
-8403122286040453171,22528784,1,1
-86823878034833006,13963946,1,1
-2346240733408438572,13208965,1,1
-7278780616794448371,574594,1,1
-3364731226584854721,6760685,1,1
-8333397051727329634,1188829,1,1
6503702572801049140,28878849,1,1
1000935786760166613,10189389,1,1
-1768843247868473420,30332416,1,1
1732775199188141517,40973370,1,1
5134399387635571267,2250953,1,1
8724457305318017650,4141278,1,1
2137944440680691436,26025673,1,1
3778884700933975607,11739317,1,1
-6949075431685487805,36212980,1,1
2602856976999251025,3028306,1,1
6278780595797951243,18422140,1,1
-5638292844903017920,1023593,1,1
-5214348737981132866,4331353,1,1
-5543967903149312769,5710358,1,1
-2968596522160412145,6061092,1,1
-6628087254623448666,12078006,1,1
1860998780439575240,27249670,1,1
8589423995235128072,3041781,1,1
-5498835553625739277,4235252,1,1
6113177641385145378,20321620,1,1
4130554979883616724,319894,1,1
5627158975745556959,339063,1,1
-5708084808879639305,2356084,1,1
1427994497645878516,6243047,1,1
4521646285526180490,33915955,1,1
8447698196967692654,1517743,1,1
-4196440716203356698,4526674,1,1
4410533912520573862,3378180,1,1
4058868701747798533,2662531,1,1
1853674701215322693,39191066,1,1
-6452414179218392847,10571734,1,1
-214167967928413382,13461809,1,1
8645756905477831597,34243287,1,1
-2874234514440905929,38944593,1,1
-3308096022067738157,43674449,1,1
3839030897420926221,22095546,1,1
-5094889437565609238,1051842,1,1
-6979194855423430139,42903516,1,1
-4954807697111680081,6156815,1,1
2579361257838555601,3771424,1,1
9119938339663565259,2537721,1,1
6720010699065395631,16832680,1,1
-5291567211595863568,4449000,1,1
-3346240992171547804,1061678,1,1
-4732985047920361044,9736949,1,1
8345198410643543501,37171426,1,1
572094532096788987,7366391,1,1
-1239023836942972379,16104187,1,1
-209524362621166863,2627940,1,1
-4606079262378767696,31590714,1,1
-8005816310848838069,9369247,1,1
-8232069979184774195,13512555,1,1
-2115173069458251808,31680715,1,1
-3634247926971762478,8976911,1,1
-2917679138937974911,1921941,1,1
-6954660249032887546,15418290,1,1
9036511794632465166,7609929,1,1
6158668982215329444,20605352,1,1
-2581754285173107424,10933751,1,1
3057284730279110219,27325656,1,1
5949768626547441648,11945821,1,1
2830648932383682469,2629421,1,1
-4499483031458644265,12486174,1,1
-5216491145992660236,27493801,1,1
8210910120071999578,2596690,1,1
24563515169200537,18093532,1,1
11357581117456030,35275017,1,1
4385188462304411879,24628707,1,1
-2876260999337945642,6168107,1,1
-20771864064087156,5096630,1,1
-315234772359601318,5913649,1,1
3178017444546787589,48705369,1,1
-8883400660390728820,23154239,1,1
-1880463020741919961,6397052,1,1
-7763875709208512374,11889261,1,1
-5808370311728490996,28412683,1,1
8201870366367917816,30164739,1,1
6429262837369845354,15568431,1,1
-7769586324888593784,32491960,1,1
-1160962245525384174,12862601,1,1
2341106436650228892,5050314,1,1
-7471978302824957746,5243172,1,1
5198044059932202340,45134304,1,1
4786264357506319515,20722918,1,1
-2903579556998817791,45847389,1,1
8899036381575513729,49765422,1,1
1810481277902228464,28333241,1,1
-3216684853017641881,32155036,1,1
-8169927991131544224,22137283,1,1
4661081179575654332,5907369,1,1
-1978481548348482738,15838447,1,1
-5626057663360564182,6505812,1,1
-5208340983502179039,7666943,1,1
-4649827661330305465,6983856,1,1
5908459228701073213,40836700,1,1
-2254386207014786462,12262716,1,1
3235568401653839190,5207550,1,1
-2336028312594509142,2085422,1,1
5963822135250771783,44550439,1,1
-8200498260807462109,3790677,1,1
104112971130479258,6150010,1,1
-6030343605337000310,22678720,1,1
3342104477994770224,8839025,1,1
9099757010225875887,7571635,1,1
8858907181901423938,30872665,1,1
-2905684195168110815,16188444,1,1
2617362622770643235,7739566,1,1
1301592588200670055,49638838,1,1
-5221657954033827981,37377529,1,1
1189749521338939520,22524779,1,1
-1689734595595714946,12814060,1,1
-5101889101337835643,1846460,1,1
-7664442711404633595,19152498,1,1
-3087895055078964754,9638431,1,1
8146800114103569164,17335769,1,1
-4514070284705656186,17510472,1,1
-2829042741869095100,43841950,1,1
-4220720904795118201,34323143,1,1
-442327044831529568,7962704,1,1
4679943708271077900,16107985,1,1
4366534580208428276,10935190,1,1
6017871322933413664,10813196,1,1
-2439618982359712554,38596714,1,1
-7943919857131562881,49409330,1,1
5497930498046838244,3760276,1,1
-2048921588807174237,26918166,1,1
2752390028747072352,18016024,1,1
-1389965016179543430,2085003,1,1
8018863460127006635,11377509,1,1
2025025891158669519,29714962,1,1
5252322701995684984,34808054,1,1
-6315065139543846515,667045,1,1
203806487313249945,8725739,1,1
1028502022571044343,10898782,1,1
6487895416130657344,10312250,1,1
-7882156505718803386,6951046,1,1
-8476287896821129555,26142593,1,1
-8576412576778856690,23268616,1,1
-5024794617784336562,52070741,1,1
-4282495983300795670,42891214,1,1
-198785083225609196,24238985,1,1
4399038646876727212,10335718,1,1
5685167642075603418,1809082,1,1
-376988429511989436,32998442,1,1
7058190299629894595,21307013,1,1
5555600326043486331,9110494,1,1
-4904806911752872686,1447728,1,1
807074828880913764,22937618,1,1
6857876353972013298,4207758,1,1
7925543843738742250,14385044,1,1
2846689518064026532,32168628,1,1
-1053628723485437404,18197229,1,1
-1891200032716605053,17988756,1,1
8652759863995718604,8849681,1,1
4793432534761904052,37377529,1,1
558889800021127125,42978043,1,1
-4366040938283768080,20075009,1,1
4798913704068471470,3188882,1,1
6128124966052529948,20871441,1,1
348161922827917845,2912007,1,1
8312984509775870793,24791625,1,1
329598003450924397,51296684,1,1
-6220715533908246955,29838565,1,1
-4303617525216642638,49763949,1,1
1821208294725655674,7939832,1,1
-2688684036774678800,11572021,1,1
7033485488345308104,8070401,1,1
2906642551267077835,12242443,1,1
6218026919744740525,17758401,1,1
3912627769562110139,24874568,1,1
-7264108214563063416,24995875,1,1
-6032397260570433416,2250953,1,1
-8741652943657760252,10282857,1,1
8256765106334616205,10468697,1,1
-2603011189692470867,47220112,1,1
7573673778765530791,37061823,1,1
5246653487409340047,18289544,1,1
567325998361684647,574594,1,1
-2780756684218965591,12144139,1,1
4495723430265507591,6773481,1,1
-5019186662566839008,238260,1,1
7691776675455905723,2412667,1,1
957653097161178277,14877237,1,1
7683232430901354410,19712585,1,1
8782520012860221140,32318129,1,1
-4974561637470117402,10345480,1,1
427981300467758230,10171709,1,1
2074446682165969917,20282638,1,1
-675092315263026867,388434,1,1
3102583081012517056,3313539,1,1
-7043835773762539629,29163272,1,1
-9136374804701767203,10544887,1,1
-8866490968666724525,6690530,1,1
-7694485197692246358,51709007,1,1
-2448163743288183678,20965702,1,1
-145978045228350568,3818193,1,1
-1874819641082285579,14506119,1,1
127155297034448935,1974562,1,1
8523252511897722223,849168,1,1
2247427796507827070,27821557,1,1
1405299166626218601,24255082,1,1
-2347397045754259611,34525809,1,1
-3555943629572214160,10880326,1,1
6216293709542200682,23639003,1,1
6809655369463904860,2961645,1,1
-5450014335864260302,29766365,1,1
3123192737927825889,21780627,1,1
2796857273278693801,42740907,1,1
2289958206740991803,2321511,1,1
-2607995650743831483,37875133,1,1
6586805843119168081,33828225,1,1
-2264362189855983554,36263612,1,1
-487633953771802194,15768379,1,1
7342102130512535530,34886070,1,1
-8387866239730228535,5656894,1,1
-2892184754175010378,49156433,1,1
-3444346688670671941,2380962,1,1
-3896763185911389116,25130745,1,1
4315362390095779179,9860868,1,1
-8649445742693782368,2505435,1,1
4716721183625136018,19374989,1,1
-1673732888630637417,13746220,1,1
-6100375100738976714,36814555,1,1
6594502809079753627,3450076,1,1
-8819319325083504186,13991007,1,1
1046727608261467942,211046,1,1
-2346261321397230398,21857929,1,1
-5927406958228967890,23576726,1,1
-783412923676435202,6187566,1,1
7081788974001428331,24560076,1,1
6662730631401172678,1577161,1,1
-4732666773961634356,26649406,1,1
2625946338875292739,14599150,1,1
5955322773174004501,30293795,1,1
-6820093694910309002,6442791,1,1
-8897921658937403143,23715680,1,1
6252343924525922447,19347816,1,1
-7514942407135675973,3455931,1,1
3163202856265539455,13875444,1,1
2035784332437589144,49355761,1,1
-6878177004642153338,31146224,1,1
-6315065139543846515,17789076,1,1
-7110317826087754864,19505513,1,1
4865800130204627044,31534207,1,1
69717361659339890,1687296,1,1
8392538675098870637,27806132,1,1
4521646285526180490,33369163,1,1
5207057427544826117,36159760,1,1
-2946233394833897706,12553160,1,1
-5220290642762106855,49809405,1,1
1004042437765855010,3841642,1,1
-6644978559062525231,22338080,1,1
6831980565049013795,5398216,1,1
-3516039302047028137,16216759,1,1
7535504464369967390,3809236,1,1
-1216159738931644840,27177327,1,1
-4127351876057315580,30279824,1,1
6921457234784213838,6546105,1,1
-4433223203175414482,10082163,1,1
-4387817131698424304,14892095,1,1
-7476633706061610991,32190749,1,1
-6315065139543846515,208105,1,1
-6414270717903812205,45783251,1,1
-5368440564415214438,36305360,1,1
-2955320869191329081,712392,1,1
-6995475786145222264,17577184,1,1
-2509438266528307193,10993679,1,1
-2159029256786527124,31343299,1,1
-2303204969983010507,11897882,1,1
5275372888759983840,49769750,1,1
716642155892912307,20840274,1,1
8606223720325082714,6111298,1,1
2894894088992242877,29244170,1,1
-3216684853017641881,25726082,1,1
6003810377630161304,18516291,1,1
5572689776783318123,17872417,1,1
900171291139514330,5349239,1,1
2516397948204027559,5216399,1,1
4086973943160189560,39725724,1,1
3498189237743673802,23101335,1,1
-3157279183887982361,17577184,1,1
-641982288374095260,21547,1,1
-184361734763847300,24011065,1,1
8672486555071328087,6448314,1,1
-8229311009148531714,30698175,1,1
1419173386689865268,41949697,1,1
4031862970954005118,24668436,1,1
-8885961256100654419,22245082,1,1
5701111940272622814,28806808,1,1
5350720161814009089,38726408,1,1
-7871400876123979364,38325123,1,1
-8767005512272615478,24318340,1,1
-1078335689136640747,17330456,1,1
8963773328507574279,13052123,1,1
-2883214084041496196,412300,1,1
-6827919330132997399,180158,1,1
-942056780787610813,24056135,1,1
6697805140703579180,25347946,1,1
-1666928158972398622,26427977,1,1
-4880126457934183734,46574674,1,1
7037986047042646960,26737720,1,1
1122545253201608543,16560125,1,1
-236007609636078949,14153286,1,1
5686783221483979393,35992900,1,1
-3953044979368270036,12468425,1,1
6683984123127111310,28383811,1,1
5246653487409340047,2661536,1,1
8317774030901484478,13542855,1,1
-448750326746163258,18815292,1,1
6482092754089953242,46663758,1,1
-6427536677967546592,44712030,1,1
-7806239228925238967,29463131,1,1
-5122362055292145771,13720032,1,1
-1266219268257667395,1027002,1,1
814367102225826164,21279781,1,1
-1173600694122926709,32490426,1,1
-2902053058401189708,17192800,1,1
-3767617222715709605,1184624,1,1
-1167812417924453365,18685702,1,1
1497698969626330307,615702,1,1
-8298500504880534567,5907783,1,1
-1458007427702880306,5578921,1,1
-3627057419081620234,44796612,1,1
-4875050073132898734,1180115,1,1
2311783662791692732,19056012,1,1
6272236313904821732,9671678,1,1
7762428969016563399,6263952,1,1
92109506343342192,24216915,1,1
4959357627665928158,19531044,1,1
-6211952246012241804,9478351,1,1
-4626328880811138837,21061611,1,1
1487040482233093449,6919086,1,1
7091610135412229977,28762226,1,1
-872367986961968433,2774343,1,1
5325410806324744012,44259537,1,1
-2782491856397752238,33759623,1,1
-3012677640008434320,5034788,1,1
-5302974807845583008,20802539,1,1
-2048921588807174237,39993617,1,1
-7352364515531868693,39687208,1,1
5230662889947986624,8901233,1,1
7615007842179017534,37511697,1,1
-7164920901927829636,1269562,1,1
-5491737632614518111,17067481,1,1
1380958385336182038,9616419,1,1
-6316969151832848350,3894896,1,1
4896755239162824929,8950807,1,1
-3741980724676228961,40068806,1,1
5755846552930794260,44134656,1,1
-9042189712407570376,10953121,1,1
1090486747863262817,14413982,1,1
-9191507273726605703,5360914,1,1
-5848399216560935830,37561224,1,1
-4731297195644948855,25948191,1,1
-3634247926971762478,208105,1,1
-9016386241375049425,33892979,1,1
-6944279147647598842,2377485,1,1
-9136374804701767203,8915630,1,1
2353182271599602890,25807196,1,1
-5202986439794353049,42795524,1,1
-424444343381378226,2011142,1,1
9118988400634166750,6567923,1,1
-491219653286861974,11527636,1,1
6093556787400745917,20133824,1,1
5246653487409340047,11505093,1,1
1393615798986979738,13709477,1,1
7575910986968994612,45980436,1,1
2183572076671103409,4037939,1,1
5878529925775217747,28683863,1,1
1461872142440271214,7244971,1,1
5262945033371190849,2992635,1,1
5649920480171577086,106920,1,1
-1217024672357763153,38788746,1,1
3281788819431827989,13246870,1,1
679799820818068180,4271517,1,1
-5899189730980991426,158706,1,1
-4891073114494633924,32011106,1,1
-3308096022067738157,26076965,1,1
553787204125121275,23562794,1,1
7081788974001428331,28982176,1,1
8169922634518971930,25887507,1,1
-3320158068243604866,31658151,1,1
9038001000852197310,4011482,1,1
-6304877305838776437,3333665,1,1
-7923724534086480012,37098956,1,1
1165341738787661556,4383288,1,1
4637711051132227223,2381572,1,1
-7907473048011328414,11067797,1,1
8403096909590008820,8065717,1,1
-8531635618712989284,12871348,1,1
-3971998424457726247,18310126,1,1
-1098116679321414914,26827596,1,1
-5751527828715983568,31874795,1,1
1099643493362797238,4526273,1,1
3840649903378242950,44967364,1,1
-8081193527331289575,17678656,1,1
-7139307442841665677,4026648,1,1
8416758864807318856,26423515,1,1
-3634247926971762478,13405129,1,1
-4981919416254783826,11652890,1,1
-4874898489487348330,49320958,1,1
2393567426684094338,8745229,1,1
3854487074048119530,37007443,1,1
7998013409293790236,25153559,1,1
5844389282328928112,14226080,1,1
-3626533528817923916,1809347,1,1
4691195408883635943,8610197,1,1
6956247618337216419,22489262,1,1
1644445437617772774,17004538,1,1
-3752226875603207213,6533234,1,1
-5734762043312713668,13585218,1,1
4647220708307526339,5723036,1,1
9147277057975219209,20674809,1,1
-3076434266943144352,51785931,1,1
-3012989908733232174,4079363,1,1
-3697470086562081179,4731403,1,1
-2580496583826307869,36611477,1,1
-3812640104739559772,6410623,1,1
-2422102824659783116,16508817,1,1
-4543510093439778362,19466087,1,1
-8273733591439128052,12819571,1,1
3100460994266575397,29373887,1,1
-7594037392160799381,7955041,1,1
5801209099507432854,38042866,1,1
-3435636645902202846,15204930,1,1
5469577641820080013,5305594,1,1
2752390028747072352,34880021,1,1
-2322243043650867243,51694178,1,1
-3291803867634086501,14220321,1,1
1018097349409330039,23178672,1,1
3989613886517736545,28651169,1,1
7609507813402628715,51860717,1,1
2074446682165969917,21937299,1,1
712256490341946213,8601070,1,1
1065717928786119805,7665961,1,1
3850447979758014203,14322413,1,1
-8486655498174608403,1258275,1,1
4175306193157941489,4209227,1,1
-211525698043731571,5891802,1,1
-4092119278632686895,6266820,1,1
829314734824406958,12162975,1,1
6108429274627718710,5039779,1,1
3528648045741751161,758906,1,1
9079054183466611997,5983099,1,1
3267975763201295075,5578921,1,1
-6877550324579094244,17861638,1,1
2467323964462283654,12466613,1,1
1966019011790069011,26700910,1,1
-5474739963533439820,12892266,1,1
-2483911664306586756,46778491,1,1
5109580449985443132,45766597,1,1
-193280028557083086,19455418,1,1
1788097917754586126,35110461,1,1
70416464237532731,14638508,1,1
24563515169200537,14129662,1,1
-7516563544842367140,7293587,1,1
8127337641601683990,24354064,1,1
5708467273047253635,29962463,1,1
7724522223028069182,27882915,1,1
