ContentNormalizedHash,LinkedPostId,LinkedPostTypeId,PostCount
2341524940657599414,8275578,1,2
-3545275688409708626,636383,1,2
-7514942407135675973,6690752,1,2
-291649677388789482,9272232,1,2
-1773720707591408982,1416697,1,2
-8581600035473759456,3331527,1,2
4849693128769342671,8878033,1,2
-8212534183976614256,198409,1,2
6186809200080226727,1101380,1,2
6186809200080226727,3424195,1,2
3704344147495627549,5281409,1,2
-3971998424457726247,6981916,1,2
-980126686617744876,8112715,1,2
-1761440668202600454,15699301,1,2
-3788590211217673651,15767537,1,2
5773749143934276782,4819049,1,2
103991128712134025,10254141,1,2
-8734996800904274933,7417123,1,2
4387442035776647753,1289633,1,2
1443710385860610152,23799296,1,2
-1162704615312877246,16389149,1,2
-3951921276468065785,17990482,2,2
-7482135589399341495,20559418,2,2
8877693753634073099,29574563,2,2
2466295117053806738,28669746,2,2
-442327044831529568,7962813,2,2
-5801396378476524403,19521823,2,2
-8295062948747500768,11019879,2,2
1380958385336182038,2636538,2,2
1443710385860610152,23799448,2,2
4224646969551491353,37474350,2,2
7033485488345308104,12777805,2,2
3452272278388001665,6158050,2,2
-5951976531200794370,37859442,2,2
-6101385667276464332,7744912,1,3
-5985462402618514748,2339429,1,3
485607546903847101,986937,1,3
-19744997026447516,636383,1,3
387558984317684084,39717041,1,3
-3973337732749738974,13932240,2,3
6776204375154982743,32809138,2,3
-56537683435880593,13932240,2,3
-8693476503271385078,50311226,2,3
1530286527606535273,13648873,2,3
-8693476503271385078,21848271,1,4
7212461850433373,12278978,1,4
-165839923263184599,3705318,1,4
-5170660584319779116,13477820,1,4
490449213296150202,9605913,1,4
-8901200512626481354,41680608,2,4
1755551302365117857,43012138,2,4
355876351665870813,6343299,2,4
7300732857516991267,4819049,1,5
-7317379377815570479,3059044,1,5
355876351665870813,6859020,2,5
