ContentNormalizedHash,PostId,PostTypeId,ParentId,RootDomain,CompleteDomain,Url
7342102130512535530,35722013,1,35722013,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/6mkcx3mm/
7342102130512535530,36592674,1,36592674,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/Lk4k2L8o/
6618768693384569066,35338750,1,35338750,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/up4nu/5473/
6618768693384569066,18038932,2,18038813,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/mekwall/up4nu/
6618768693384569066,11250264,2,11210292,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/mekwall/up4nu/
6618768693384569066,20544116,2,20543847,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/mekwall/up4nu/
6618768693384569066,45031023,2,45030688,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/up4nu/6713/
6618768693384569066,17145650,2,17145609,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/mekwall/up4nu/
6618768693384569066,23610756,1,23610756,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/KCb5z/11/
6618768693384569066,34812683,1,34812683,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/mekwall/up4nu/#run
6618768693384569066,30720967,2,30720933,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/mekwall/up4nu/
-2343943253355592725,28864395,2,28864194,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/p9mrdk1d/
-2343943253355592725,35158008,2,35152499,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/rrub99sy/
826442306771237358,48176194,1,48176194,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/rbla/1Ljuycbe/1/
645706294631984879,35682824,1,35682824,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/shaikasifpasha3/5tt7d3e6/3/
645706294631984879,45009367,1,45009367,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/lesson8/5tt7d3e6/
645706294631984879,44791954,1,44791954,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/lesson8/5tt7d3e6/
1402827098056827123,43868498,2,43841501,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/dyv93sxp/
1402827098056827123,43868498,2,43841501,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/dyv93sxp/
1402827098056827123,43868498,2,43841501,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/y3fqf5x5/
-2019168321510339597,37526878,1,37526878,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/InnovativeDave/9q1Ls1mz/
-2019168321510339597,36191356,2,36190916,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/sa2L4fas/2/
-2019168321510339597,36190916,1,36190916,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/InnovativeDave/sa2L4fas/
-2019168321510339597,37320001,1,37320001,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/InnovativeDave/9q1Ls1mz/
-2019168321510339597,37073639,1,37073639,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/InnovativeDave/csz0ggsw/
1175100714651007221,17926546,2,17923027,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/bopperben/DBpJe/
1175100714651007221,3348217,2,195768,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/yLjDH/
-823144835203434249,37900604,1,37900604,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/mariusc23/s6mLJ/31/
-823144835203434249,37426094,1,37426094,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/mariusc23/s6mLJ/31/
-823144835203434249,36012402,1,36012402,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/mariusc23/s6mLJ/31/
-823144835203434249,22114806,1,22114806,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/mariusc23/s6mLJ/31/
-823144835203434249,36449167,2,36448800,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/mariusc23/s6mLJ/31/
-823144835203434249,41862705,2,41862604,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/mariusc23/s6mLJ/31/
-823144835203434249,50501779,1,50501779,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/KingJames/zqyogosk/
-823144835203434249,42059182,1,42059182,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/MONSTER_COOKIE/w8hvcqfo/1/
978840992016301051,28942177,2,28941797,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/9k6xL0dt/
978840992016301051,28983969,2,28983809,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/9k6xL0dt/
978840992016301051,32264227,1,32264227,jsfiddle.net,jsfiddle.net,https://jsfiddle.net/anujoshi10/n0gL4y1g/
-6274542886711721985,33582037,2,33579911,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/RajeshDixit/Us8uc/3893/
-6274542886711721985,34093551,2,34092465,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/alireza_safian/Us8uc/4038/
-6274542886711721985,36663396,2,36663357,jsfiddle.net,jsfiddle.net,http://jsfiddle.net/Us8uc/5030/
-1287625931860734414,15552757,2,15552385,jsonlint.com,jsonlint.com,http://jsonlint.com/
7278243207910670707,11485834,1,11485834,verou.me,lea.verou.me,http://lea.verou.me/2011/08/accessible-star-rating-widget-with-pure-css/
7278243207910670707,45989590,2,45989408,verou.me,lea.verou.me,http://lea.verou.me/2011/08/accessible-star-rating-widget-with-pure-css/
-5210080652456827021,40282295,2,40281856,verou.me,lea.verou.me,http://lea.verou.me/2014/07/image-comparison-slider-with-pure-css/
159097874188000167,19290063,2,19289880,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,38208355,2,14307156,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/reset.css
159097874188000167,8720083,2,8719239,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,18441674,2,18441501,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,23767547,2,23767514,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,16771428,2,16771379,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,22386974,2,22386792,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,21703507,2,21703328,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,19587406,2,19587296,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,10220681,2,5145620,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,18422122,2,18421774,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,21213128,2,21213070,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,5261043,2,5261009,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,5358752,2,5358710,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,49223205,2,49223142,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,8720083,2,8719239,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,23948203,2,23948127,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,7326289,2,7112472,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,2279508,2,2279396,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/reset.css
159097874188000167,16646838,2,16646729,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,25626705,2,25626665,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,40921853,2,40921766,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,32964639,2,32962345,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,23620939,2,23620898,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,38499107,2,38499034,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,19943752,2,19943683,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,17993984,2,17993841,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,13215123,2,13212335,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,23471377,2,23470652,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,40921853,2,40921766,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,18921130,2,18919175,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,18142610,2,18142475,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,29871207,2,29871111,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
159097874188000167,5407312,2,5407289,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
8680620683485237162,35241512,2,35241489,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/thoughts/2007/05/01/reset-reloaded/
8680620683485237162,12308526,2,12306357,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/
8680620683485237162,4917975,2,4917953,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/thoughts/2007/05/01/reset-reloaded/
8680620683485237162,4099154,2,4099096,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/thoughts/2007/05/01/reset-reloaded
8680620683485237162,3095850,1,3095850,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/thoughts/2007/05/01/reset-reloaded/
8680620683485237162,11596201,2,11596167,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/thoughts/2007/05/01/reset-reloaded/
-8571059175320836658,22588515,2,22588408,meyerweb.com,meyerweb.com,http://meyerweb.com/eric/tools/css/reset/
490449213296150202,27468834,1,27468834,myserver.com,myserver.com,http://myserver.com/file.json
-7068658475055544329,23671350,1,23671350,myserver.com,myserver.com,http://myserver.com/index.html#123/456
-7068658475055544329,23671350,1,23671350,myserver.com,myserver.com,http://myserver.com/123/456
2696803902754219593,28345402,1,28345402,pastebin.com,pastebin.com,http://pastebin.com/8NPHgqXi
7081788974001428331,34497391,1,34497391,pastebin.com,pastebin.com,http://pastebin.com/v0VrGf3T
7081788974001428331,34497391,1,34497391,pastebin.com,pastebin.com,http://pastebin.com/MSfbQxdv
-6305177117748696633,28282016,2,28281890,pastebin.com,pastebin.com,http://pastebin.com/N8dR4Aa1
1593540098395404012,17367987,1,17367987,pastebin.com,pastebin.com,http://pastebin.com/b5bwrSFU
-3103225009965776635,28886730,2,15324185,php.net,pear.php.net,http://pear.php.net/package/Mail
-3403612589528070626,1964109,2,1964089,php.net,pear.php.net,http://pear.php.net/package/Mail/download
-3403612589528070626,14823042,2,14822656,php.net,pear.php.net,http://pear.php.net/package/Mail
-3403612589528070626,3512128,2,3512021,php.net,pear.php.net,http://pear.php.net/package/Mail/
-3403612589528070626,372312,2,371392,php.net,pear.php.net,http://pear.php.net/package/Mail
3216683451655559265,51366624,2,51366120,regex101.com,regex101.com,https://regex101.com/r/UldYK5/1
3216683451655559265,51623154,2,51621936,regex101.com,regex101.com,https://regex101.com/r/UldYK5/1
3216683451655559265,51623154,2,51621936,regex101.com,regex101.com,https://regex101.com/r/avfSfB/1
3216683451655559265,51366624,2,51366120,regex101.com,regex101.com,https://regex101.com/r/avfSfB/1
4101491992123198313,46157612,2,46157059,ruby-doc.org,ruby-doc.org,https://ruby-doc.org/core-2.4.1/IO.html#method-c-write
4101491992123198313,46157612,2,46157059,ruby-doc.org,ruby-doc.org,https://ruby-doc.org/core-2.4.1/IO.html#method-c-read
4101491992123198313,46157612,2,46157059,ruby-doc.org,ruby-doc.org,http://ruby-doc.org/stdlib-2.4.1/libdoc/json/rdoc/JSON.html
-35831981428005911,31991181,1,31991181,ruby-doc.org,ruby-doc.org,http://ruby-doc.org/core-2.2.0/Regexp.html
-5858340902814917631,10118723,2,10118158,rubygems.org,rubygems.org,http://rubygems.org/gems/write_xlsx
-5858340902814917631,10118723,2,10118158,rubygems.org,rubygems.org,https://rubygems.org/gems/spreadsheet
-5424967405858791886,10371198,2,4671378,samjlevy.com,samjlevy.com,http://samjlevy.com/mysql-levenshtein-and-damerau-levenshtein-udfs/
-6922994943158487033,41210797,1,41210797,sqlhints.com,sqlhints.com,http://sqlhints.com/2014/02/23/how-to-get-time-hour-minute-second-and-millisecond-part-from-datetime-in-sql-server/
-4640857824942039786,35245631,1,35245631,tympanus.net,tympanus.net,http://tympanus.net/codrops/2013/04/17/slide-and-push-menus/
7296323181211653401,24288492,1,24288492,tympanus.net,tympanus.net,http://tympanus.net/codrops/2014/02/06/fullscreen-overlay-effects/
-8447731357230656940,27083082,1,27083082,tympanus.net,tympanus.net,http://tympanus.net/Development/FullscreenOverlayStyles/
-8447731357230656940,24288492,1,24288492,tympanus.net,tympanus.net,http://tympanus.net/codrops/2014/02/06/fullscreen-overlay-effects/
-8447731357230656940,31407678,1,31407678,tympanus.net,tympanus.net,http://tympanus.net/codrops/2014/02/06/fullscreen-overlay-effects/
-8447731357230656940,22129701,1,22129701,tympanus.net,tympanus.net,http://tympanus.net/codrops/2014/02/06/fullscreen-overlay-effects/
-5196646714476796821,22129701,1,22129701,tympanus.net,tympanus.net,http://tympanus.net/codrops/2014/02/06/fullscreen-overlay-effects/
-1215409948733236595,30965226,1,30965226,tympanus.net,tympanus.net,http://tympanus.net/Development/AnimatedHeaderBackgrounds/
-1638004129931638355,35939934,1,35939934,comxa.com,vz.comxa.com,http://vz.comxa.com/v2/
-3182432590532199363,26229329,1,26229329,cysms.eu,www.cysms.eu,http://www.cysms.eu/anagram/android/getWR.php
-3951921276468065785,18385448,2,18385362,gimp.org,www.gimp.org,http://www.gimp.org/
-1428495234864934456,24091818,1,24091818,glfw.org,www.glfw.org,http://www.glfw.org/docs/3.0/quick.html
-5096006919032058695,8346723,1,8346723,mizar.dk,www.mizar.dk,http://www.mizar.dk/XPath/Default.aspx
-541207286924759578,17670155,2,17657197,ohrt.com,www.ohrt.com,http://www.ohrt.com/odds/binomial.php
-541207286924759578,19169850,2,19152884,ohrt.com,www.ohrt.com,http://www.ohrt.com/odds/binomial.php
-541207286924759578,16741491,2,16737068,ohrt.com,www.ohrt.com,http://www.ohrt.com/odds/binomial.php
-541207286924759578,17015774,2,17010857,ohrt.com,www.ohrt.com,http://www.ohrt.com/odds/binomial.php
-541207286924759578,15838860,2,15817397,ohrt.com,www.ohrt.com,http://www.ohrt.com/odds/binomial.php
1823709284932312754,33757677,2,33657624,xj3d.org,www.xj3d.org,http://www.xj3d.org/snapshots.html
1823709284932312754,33757677,2,33657624,xj3d.org,www.xj3d.org,http://www.xj3d.org/tutorials/general_sai.html#LoadFile
1823709284932312754,33757677,2,33657624,xj3d.org,www.xj3d.org,http://www.xj3d.org/tutorials/index.html
2585552140256729350,40757422,2,40720524,zeropush.com,zeropush.com,https://zeropush.com/guide/guide-to-pushkit-and-voip
2585552140256729350,41736069,2,41362363,zeropush.com,zeropush.com,https://zeropush.com/guide/guide-to-pushkit-and-voip
2585552140256729350,40757838,2,40748157,zeropush.com,zeropush.com,https://zeropush.com/guide/guide-to-pushkit-and-voip
3470692816047781677,40757838,2,40748157,zeropush.com,zeropush.com,https://zeropush.com/guide/guide-to-pushkit-and-voip
3470692816047781677,40757422,2,40720524,zeropush.com,zeropush.com,https://zeropush.com/guide/guide-to-pushkit-and-voip
1613622843387103500,7800049,1,7800049,alexiacob.com,alexiacob.com,http://alexiacob.com/photo/index.php
-626661735748945664,4130211,2,4128237,appsamuck.com,appsamuck.com,http://appsamuck.com/day2.html
-626661735748945664,16250658,2,16250467,appsamuck.com,appsamuck.com,http://appsamuck.com/files/bonfire.zip
-626661735748945664,13397686,2,13397633,appsamuck.com,appsamuck.com,http://appsamuck.com/day2.html
-626661735748945664,6829873,2,6829847,appsamuck.com,appsamuck.com,http://appsamuck.com/day2.html
-626661735748945664,7715529,2,7715361,appsamuck.com,appsamuck.com,http://appsamuck.com/day2.html
-2122432285354034163,48470181,1,48470181,askubuntu.com,askubuntu.com,https://askubuntu.com/questions/367409/nginx-unable-to-connect
-6110748367202919354,34930074,1,34930074,askubuntu.com,askubuntu.com,https://askubuntu.com/questions/443775/nginx-failing-to-reload-how-to-track-down-why
-211525698043731571,21831272,1,21831272,askubuntu.com,askubuntu.com,https://askubuntu.com/questions/329323/problem-with-restarting-apache2
4504875590470092702,15002748,1,15002748,android.com,b.android.com,http://b.android.com
-1031584601152447846,3305276,2,3205191,bitbucket.org,bitbucket.org,https://bitbucket.org/neuralassembly/simplemjpegview/src/6f7977956109?at=master
4363154865873797243,45621223,2,21682889,bootsnipp.com,bootsnipp.com,https://bootsnipp.com/snippets/featured/multi-level-dropdown-menu-bs3
4363154865873797243,22516334,2,22515963,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/snippets/featured/multi-level-dropdown-menu-bs3
4363154865873797243,22484486,2,9758587,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/snippets/featured/multi-level-dropdown-menu-bs3
4363154865873797243,42923268,2,42923080,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/snippets/featured/multi-level-dropdown-menu-bs3
4363154865873797243,30367739,1,30367739,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/user/snippets/rVnKg
4363154865873797243,27081207,2,27081018,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/snippets/featured/multi-level-dropdown-menu-bs3
978840992016301051,28983969,2,28983809,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/snippets/featured/no-more-tables-respsonsive-table
978840992016301051,42786542,2,42785964,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/snippets/featured/no-more-tables-respsonsive-table
978840992016301051,31591770,2,31591125,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/snippets/featured/no-more-tables-respsonsive-table
978840992016301051,28942177,2,28941797,bootsnipp.com,bootsnipp.com,http://bootsnipp.com/snippets/featured/no-more-tables-respsonsive-table
2244793480970697103,15420619,1,15420619,bruteforce.tv,bruteforce.tv,http://bruteforce.tv/streams/shinigami
2244793480970697103,15420619,1,15420619,bruteforce.tv,bruteforce.tv,http://bruteforce.tv/shinigami
-4309990469071791560,31481365,2,31349308,coderseye.com,coderseye.com,http://coderseye.com/2007/how-to-do-http-basic-auth-in-ajax.html
-4309990469071791560,1002250,2,1002179,coderseye.com,coderseye.com,http://coderseye.com/2007/how-to-do-http-basic-auth-in-ajax.html
-2193254291533208228,45581696,1,45581696,coursetro.com,coursetro.com,https://coursetro.com/posts/code/55/How-to-Install-an-Angular-4-App
-2193254291533208228,45884760,2,43462246,coursetro.com,coursetro.com,https://coursetro.com/posts/code/68/Make-your-Angular-App-SEO-Friendly-(Angular-4-+-Universal)
-2248520677388179669,43137819,1,43137819,damienbod.com,damienbod.com,https://damienbod.com/2017/01/01/building-production-ready-angular-apps-with-visual-studio-and-asp-net-core/
7599229106722182407,20877176,2,20876043,mysql.com,dev.mysql.com,http://dev.mysql.com/doc/refman/5.6/en/load-data.html
-7459502751373155471,4178252,1,4178252,mysql.com,dev.mysql.com,http://dev.mysql.com/doc/refman/5.1/en/server-system-variables.html#sysvar_foreign_key_checks
-7459502751373155471,4175566,1,4175566,mysql.com,dev.mysql.com,http://dev.mysql.com/doc/refman/5.1/en/server-system-variables.html#sysvar_foreign_key_checks
-7459502751373155471,4145769,1,4145769,mysql.com,dev.mysql.com,http://dev.mysql.com/doc/refman/5.1/en/server-system-variables.html#sysvar_foreign_key_checks
1458748944072067785,4079123,2,4078873,mysql.com,dev.mysql.com,http://dev.mysql.com/doc/refman/5.0/en/temporary-table-problems.html
1798836197498047916,27790695,1,27790695,fideloper.com,fideloper.com,http://fideloper.com/user-group-permissions-chmod-apache
-5957670467540132124,48024528,2,48024186,fideloper.com,fideloper.com,http://fideloper.com/laravel-multiple-database-connections
-5957670467540132124,25960441,2,25952348,fideloper.com,fideloper.com,http://fideloper.com/laravel-multiple-database-connections
-5957670467540132124,33153397,2,32422593,fideloper.com,fideloper.com,http://fideloper.com/laravel-multiple-database-connections
1404436576429233810,22032014,2,22024962,co.uk,fishpig.co.uk,http://fishpig.co.uk/magento/tutorials/display-categories-and-subcategories-in-magento/
1404436576429233810,36279195,2,34991668,co.uk,fishpig.co.uk,http://fishpig.co.uk/magento/tutorials/display-categories-and-subcategories-in-magento/
1404436576429233810,6875801,2,4603708,co.uk,fishpig.co.uk,http://fishpig.co.uk/magento-tutorials/display-categories-and-subcategories-in-magento
207944707108550613,15423907,2,5907369,gauntface.com,gauntface.com,https://gauntface.com/blog/2014/10/17/what-you-need-to-know-about-the-webview-in-l
207944707108550613,43178558,2,43178469,gauntface.com,gauntface.com,https://gauntface.com/blog/2014/10/17/what-you-need-to-know-about-the-webview-in-l
700930672106151380,43097562,1,43097562,jaketrent.com,jaketrent.com,https://jaketrent.com/post/pushstate-webpack-dev-server/
7283322084494460544,4626308,2,4623804,java.net,jaxb.java.net,http://jaxb.java.net/
7140669375228845080,43513329,2,39064981,jedfoster.com,jedfoster.com,http://jedfoster.com/Readmore.js/
-3812640104739559772,31570534,1,31570534,jeffsloyer.io,jeffsloyer.io,https://jeffsloyer.io/2015/03/05/tips-for-migrating-ruby-on-rails-applications-to-bluemix/
6509993969430533865,6230116,1,6230116,localhost.ltd,localhost.ltd,http://localhost.ltd/
-1588092735420815734,6870132,2,6869961,mobiforge.com,mobiforge.com,http://mobiforge.com/developing/story/sms-messaging-android
-1588092735420815734,6870132,2,6869961,mobiforge.com,mobiforge.com,http://mobiforge.com/developing/story/sms-messaging-android
-1588092735420815734,12783731,2,12783476,mobiforge.com,mobiforge.com,http://mobiforge.com/developing/story/sms-messaging-android
3898449443350863010,13080562,1,13080562,mobiforge.com,mobiforge.com,http://mobiforge.com/developing/story/sms-messaging-android
3898449443350863010,6180229,1,6180229,mobiforge.com,mobiforge.com,http://mobiforge.com/developing/story/sms-messaging-android
3898449443350863010,21058590,2,21058532,mobiforge.com,mobiforge.com,http://mobiforge.com/design-development/sms-messaging-android
3898449443350863010,9732248,2,9731914,mobiforge.com,mobiforge.com,http://mobiforge.com/developing/story/sms-messaging-android
1998829718309734597,12783731,2,12783476,mobiforge.com,mobiforge.com,http://mobiforge.com/developing/story/sms-messaging-android
1998829718309734597,12235349,2,12235310,mobiforge.com,mobiforge.com,http://mobiforge.com/developing/story/sms-messaging-android
3148100725669038565,45489768,1,45489768,monaasoft.com,monaasoft.com,http://monaasoft.com/indianfm/api/test.json
-7068658475055544329,23714397,1,23714397,myproject.com,myproject.com,http://myproject.com/app_dev.php
-7068658475055544329,23714397,1,23714397,myproject.com,myproject.com,http://myproject.com
-213642772803550891,39060436,1,39060436,realcredit.ge,realcredit.ge,https://realcredit.ge/
1593540098395404012,31976916,2,31976007,redsymbol.net,redsymbol.net,http://redsymbol.net/articles/svg-markup-chomsky/
6119085803383659086,46331930,2,46331386,rextester.com,rextester.com,http://rextester.com/TEUA13630
-5424967405858791886,13687947,2,13687168,sqlfiddle.com,sqlfiddle.com,http://sqlfiddle.com/#!2/c948c/3
6695662838436526717,36077775,2,1007697,sqlfiddle.com,sqlfiddle.com,http://sqlfiddle.com/#!6/10c31/1/0
6695662838436526717,36076380,2,36075772,sqlfiddle.com,sqlfiddle.com,http://sqlfiddle.com/#!6/2dfb9/1/0
6695662838436526717,30520585,2,30520250,sqlfiddle.com,sqlfiddle.com,http://sqlfiddle.com/#!6/40b98/1/0
6695662838436526717,37177395,2,37177293,sqlfiddle.com,sqlfiddle.com,http://sqlfiddle.com/#!6/1a769/1/0
6695662838436526717,32833289,2,32832165,sqlfiddle.com,sqlfiddle.com,http://sqlfiddle.com/#!6/45eef/1/0
6695662838436526717,37177395,2,37177293,sqlfiddle.com,sqlfiddle.com,http://sqlfiddle.com/#!6/600211/1/0
-2148328411180859395,26648878,2,26648743,sqlfiddle.com,sqlfiddle.com,http://sqlfiddle.com/
-3103225009965776635,13312483,2,11174682,superuser.com,superuser.com,https://superuser.com/questions/522679/are-there-any-smtp-server-i-can-install-on-linux-mac
8877693753634073099,49624429,1,49624429,superuser.com,superuser.com,https://superuser.com/questions/923237/nginx-cannot-serve-css-files-because-of-mime-type-error
-3403612589528070626,13312483,2,11174682,superuser.com,superuser.com,https://superuser.com/questions/522679/are-there-any-smtp-server-i-can-install-on-linux-mac
3333130594070333076,44730016,2,44151345,tomaslind.net,tomaslind.net,http://tomaslind.net/2013/12/26/export-data-excel-to-sql-server/
-7761885323131420759,43291862,2,13373794,wordpress.com,wordpress.com,https://wordpress.com/posts/deepshikhapuri.wordpress.com
6455099309431989084,37423088,1,37423088,wordpress.org,wordpress.org,https://wordpress.org/plugins/ajaxify-wordpress-site/
-4214310502996553040,44908109,2,44907818,wordpress.org,wordpress.org,https://wordpress.org/plugins/w3-total-cache/
-4214310502996553040,48458294,1,48458294,wordpress.org,wordpress.org,https://wordpress.org/plugins/wp-fastest-cache/
7283322084494460544,4626308,2,4623804,apache.org,ws.apache.org,http://ws.apache.org/jaxme/
-2248520677388179669,42280952,1,42280952,npmjs.com,www.npmjs.com,https://www.npmjs.com/package/ng2-quill-editor
-6101385667276464332,46187718,1,46187718,npmjs.com,www.npmjs.com,https://www.npmjs.com/package/mysql
891035238737302889,37410275,1,37410275,npmjs.com,www.npmjs.com,https://www.npmjs.com/package/grunt-ts
3584122120388913186,32221749,2,32220079,nuget.org,www.nuget.org,https://www.nuget.org/packages/Google.Apis.Drive.v2/
3584122120388913186,31377532,2,31365390,nuget.org,www.nuget.org,https://www.nuget.org/packages/Google.Apis.Drive.v2/
4063651626510268247,22425211,2,4266875,nuget.org,www.nuget.org,http://www.nuget.org/packages/Newtonsoft.Json
4063651626510268247,22417240,2,6115721,nuget.org,www.nuget.org,http://www.nuget.org/packages/Newtonsoft.Json
4063651626510268247,22416929,2,16352879,nuget.org,www.nuget.org,http://www.nuget.org/packages/Newtonsoft.Json
4063651626510268247,22417048,2,10337410,nuget.org,www.nuget.org,http://www.nuget.org/packages/Newtonsoft.Json
-6881242330401691199,28943339,2,28941831,nuget.org,www.nuget.org,http://www.nuget.org/packages/Bizmonger.Patterns/
-6881242330401691199,29122378,2,29120527,nuget.org,www.nuget.org,https://www.nuget.org/packages/Bizmonger.Patterns/1.0.0
-6881242330401691199,29215997,2,29214726,nuget.org,www.nuget.org,https://www.nuget.org/packages/Bizmonger.Patterns/1.0.0
-6881242330401691199,28633337,2,4376475,nuget.org,www.nuget.org,https://www.nuget.org/packages/Bizmonger.Patterns/1.0.0
-6881242330401691199,29237218,2,29236915,nuget.org,www.nuget.org,https://www.nuget.org/packages/Bizmonger.Patterns/1.0.0
-6881242330401691199,29034138,2,29026669,nuget.org,www.nuget.org,https://www.nuget.org/packages/Bizmonger.Patterns/1.0.0
-6881242330401691199,29122378,2,29120527,nuget.org,www.nuget.org,http://www.nuget.org/packages/Bizmonger.Patterns/
-6881242330401691199,29396075,2,29395803,nuget.org,www.nuget.org,https://www.nuget.org/packages/Bizmonger.Patterns
-6881242330401691199,28278934,2,28278742,nuget.org,www.nuget.org,https://www.nuget.org/packages/Bizmonger.Patterns/1.0.0
-6881242330401691199,29215997,2,29214726,nuget.org,www.nuget.org,http://www.nuget.org/packages/Bizmonger.Patterns/
-6881242330401691199,28943339,2,28941831,nuget.org,www.nuget.org,https://www.nuget.org/packages/Bizmonger.Patterns/1.0.0
