MetricTypeText;MetricText;ThresholdText;MetricTypeTextBackup;MetricTextBackup;ThresholdTextBackup;MetricTypeCode;MetricCode;ThresholdCode;MetricTypeCodeBackup;MetricCodeBackup;ThresholdCodeBackup;PostId;Runtime;PostVersionCount;PostBlockVersionCount;PossibleComparisons;TextBlockVersionCount;PossibleComparisonsText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;FailedPredecessorComparisonsText;CodeBlockVersionCount;PossibleComparisonsCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode;FailedPredecessorComparisonsCode
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;39964040;22148966;7;21;30;14;24;12;0;0;0;0;7;6;6;0;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;12387793;51964514;7;50;175;28;107;23;3;0;0;0;22;68;18;3;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;44257755;82988227;7;55;198;31;123;26;2;0;0;0;24;75;20;2;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;39356268;517171265;13;117;492;65;300;60;0;0;0;0;52;192;48;0;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;8919368;22130941;7;19;27;13;22;11;1;0;0;0;6;5;5;1;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;19472769;187417202;7;61;283;34;168;25;6;0;1;0;27;115;20;6;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;5605792;51855507;9;15;17;12;15;10;1;0;0;0;3;2;2;1;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;31072075;48791701;7;34;84;20;56;12;6;0;1;0;14;28;8;6;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;30034714;109877768;7;51;173;29;108;23;3;0;0;0;22;65;17;3;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;14560509;115473946;7;31;65;19;46;16;1;0;0;0;12;19;10;1;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;27258305;35473760;8;32;57;19;38;15;2;0;0;0;13;19;9;3;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;7588079;23348352;8;8;7;8;7;7;0;0;0;0;0;0;0;0;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;40825464;21379463;7;21;30;7;6;6;0;0;0;0;14;24;12;0;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;8616670;3298568;7;15;13;7;5;4;2;0;0;0;8;8;4;4;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;28614781;12907780;10;24;26;12;13;10;1;0;0;0;12;13;10;1;0;0;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;33003217;39121984;11;52;114;26;57;23;1;0;0;0;26;57;22;0;1;1;0
DEFAULT;default;0.17;DEFAULT;default;0.36;DEFAULT;default;0.23;DEFAULT;default;0.26;18074952;11193693;7;21;30;14;24;12;0;0;0;0;7;6;6;0;0;0;0
