"PostId","PostTypeId","ParentId","CreationDate"
13965451,2,13963510,"2012-12-20 04:42:45"
14017396,2,14016535,"2012-12-24 05:23:12"
15366188,2,15365942,"2013-03-12 16:04:09"
15375014,2,15374891,"2013-03-13 00:42:41"
16352208,2,16351799,"2013-05-03 05:29:58"
16805484,2,16804316,"2013-05-29 04:25:33"
16977506,1,16977506,"2013-06-07 06:18:45"
17251001,2,17250944,"2013-06-22 12:59:09"
22393998,2,22393946,"2014-03-14 00:44:33"
22951894,2,22951846,"2014-04-09 02:49:29"
44582631,2,44582554,"2017-06-16 06:49:59"
