"PostId","PostTypeId","ParentId","CreationDate"
19635648,2,18499041,"2013-10-28 13:07:09"
33421251,2,33420858,"2015-10-29 17:48:18"
35562934,2,35562868,"2016-02-22 20:14:12"
37140098,2,37139683,"2016-05-10 13:32:09"
38633874,1,38633874,"2016-07-28 10:34:28"
39389683,2,39389588,"2016-09-08 11:26:13"
39631836,2,38541019,"2016-09-22 06:33:15"
41820074,2,41820045,"2017-01-24 04:33:45"
