"PostId","PostTypeId","ParentId","CreationDate"
11918458,1,11918458,"2012-08-11 23:23:02"
12219536,1,12219536,"2012-08-31 16:51:55"
13166898,1,13166898,"2012-10-31 20:25:00"
13932046,2,13930504,"2012-12-18 11:33:48"
20683780,1,20683780,"2013-12-19 14:05:28"
21017937,1,21017937,"2014-01-09 10:42:22"
21458918,1,21458918,"2014-01-30 14:18:01"
24185241,1,24185241,"2014-06-12 13:07:42"
25042363,1,25042363,"2014-07-30 16:42:09"
25200074,1,25200074,"2014-08-08 09:23:43"
34305226,1,34305226,"2015-12-16 06:24:06"
