"PostId","PostTypeId","ParentId","CreationDate"
4098042,2,4097980,"2010-11-04 15:07:29"
12578687,1,12578687,"2012-09-25 08:06:58"
23263486,1,23263486,"2014-04-24 08:17:52"
24025525,1,24025525,"2014-06-03 21:49:34"
26941324,2,26941294,"2014-11-15 00:59:55"
31564390,2,31564193,"2015-07-22 13:20:45"
31804895,1,31804895,"2015-08-04 08:58:36"
36435753,1,36435753,"2016-04-05 19:49:49"
39110608,2,39110410,"2016-08-23 21:01:19"
46350868,2,39932709,"2017-09-21 18:27:23"
