"PostId","PostTypeId","ParentId","CreationDate"
18444029,1,18444029,"2013-08-26 12:25:24"
19629504,2,19629361,"2013-10-28 07:49:37"
20850061,1,20850061,"2013-12-31 00:57:07"
20902139,1,20902139,"2014-01-03 11:03:42"
22633918,1,22633918,"2014-03-25 11:58:07"
22705903,1,22705903,"2014-03-28 06:41:19"
22929908,1,22929908,"2014-04-08 07:06:03"
24012912,1,24012912,"2014-06-03 10:33:41"
24355058,1,24355058,"2014-06-22 19:44:17"
25733777,1,25733777,"2014-09-08 22:00:38"
28738612,2,28738288,"2015-02-26 09:26:25"
31761976,1,31761976,"2015-08-01 12:43:40"
32880281,1,32880281,"2015-10-01 05:50:26"
35415009,1,35415009,"2016-02-15 17:02:37"
36236216,1,36236216,"2016-03-26 14:07:46"
36738768,1,36738768,"2016-04-20 09:01:38"
37274234,1,37274234,"2016-05-17 11:01:24"
42625249,1,42625249,"2017-03-06 12:06:46"
43243137,1,43243137,"2017-04-05 23:16:14"
43272656,1,43272656,"2017-04-07 07:53:00"
44415663,1,44415663,"2017-06-07 14:35:51"
51691304,1,51691304,"2018-08-05 04:08:05"
