"Url","PostCount"
"http://blog.springsource.org/2011/01/04/green-beans-getting-started-with-spring-mvc/",2
"http://www.codejava.net/frameworks/spring/spring-mvc-beginner-tutorial-with-spring-tool-suite-ide",2
"https://i.stack.imgur.com/AvPfn.png",1
"http://i.stack.imgur.com/9gaLi.png",1
"http://manueljordan.wordpress.com/2011/12/12/creating-a-spring-web-mvc-project-with-springsource-tool-suite/",1
"http://krams915.blogspot.ie/2011/01/spring-mvc-3-hibernate-annotations.html",1
"http://i.stack.imgur.com/UWHTr.png",1
"http://i.stack.imgur.com/5h0a1.jpg",1
"http://www.seostella.com/media/post/spring/controller/spring-controller.zip",1
"http://www.springframework.org/schema/beans",1
"http://i.stack.imgur.com/e8azc.jpg",1
"http://i.stack.imgur.com/1bsF0.png",1
"http://i.stack.imgur.com/iiAse.png",1
"http://www.codejava.net/frameworks/spring/spring-4-and-hibernate-4-integration-tutorial-part-1-xml-configuration",1
"http://www.springframework.org/schema/mvc",1
"http://i.stack.imgur.com/Cprn3.png",1
"http://www.hibernate.org/dtd/hibernate-mapping-3.0.dtd",1
"https://i.stack.imgur.com/eLLiR.png",1
"http://i.stack.imgur.com/JADvi.gif",1
"https://manueljordan.wordpress.com/2011/12/12/creating-a-spring-web-mvc-project-with-springsource-tool-suite/",1
"http://i.stack.imgur.com/CIENh.png",1
"http://www.mkyong.com/spring-mvc/spring-mvc-how-to-include-js-or-css-files-in-a-jsp-page/",1
"https://github.com/zhengye1/SpringMVC",1
"http://i.stack.imgur.com/HnvjD.png",1
"https://www.dropbox.com/s/l3mqjuzbpz5yqxy/springmvchibernate.png?dl=0",1
