"PostId","PostTypeId","ParentId","CreationDate"
6609501,2,6608947,"2011-07-07 10:55:47"
16890937,2,11285961,"2013-06-03 06:17:05"
18313987,2,6608947,"2013-08-19 12:37:48"
22718362,2,22718178,"2014-03-28 16:32:54"
26751515,2,26751324,"2014-11-05 07:08:53"
26931031,2,26745300,"2014-11-14 13:24:07"
27620743,2,27620640,"2014-12-23 12:49:39"
28481374,2,23201134,"2015-02-12 15:29:32"
28827139,2,1492554,"2015-03-03 08:26:41"
29052123,2,29052041,"2015-03-14 17:42:57"
31319309,2,31319114,"2015-07-09 13:41:38"
34118810,2,34118638,"2015-12-06 15:00:53"
36592899,2,36592112,"2016-04-13 08:37:11"
37019100,2,37019028,"2016-05-04 05:22:28"
37482458,2,37481637,"2016-05-27 11:34:16"
38053467,2,38053170,"2016-06-27 12:02:26"
39566120,2,39566059,"2016-09-19 05:47:19"
39566132,2,39566059,"2016-09-19 05:48:42"
41810833,2,41806495,"2017-01-23 16:17:44"
41868880,2,41868851,"2017-01-26 07:49:14"
42508796,2,42508609,"2017-02-28 12:28:21"
42735012,2,42734806,"2017-03-11 12:08:50"
46111437,2,46110259,"2017-09-08 07:55:37"
46114159,2,46113955,"2017-09-08 10:17:46"
46872340,2,46872219,"2017-10-22 09:07:34"
48381786,2,48381417,"2018-01-22 12:37:08"
50565394,1,50565394,"2018-05-28 11:29:47"
50656158,1,50656158,"2018-06-02 10:53:33"
51782773,2,51782292,"2018-08-10 09:01:55"
