"PostId","PostTypeId","ParentId","CreationDate"
13293334,1,13293334,"2012-11-08 16:31:43"
14852453,2,14852352,"2013-02-13 11:25:32"
15158257,1,15158257,"2013-03-01 12:52:07"
15269706,2,15269502,"2013-03-07 11:14:45"
15453349,1,15453349,"2013-03-16 18:58:39"
15826652,1,15826652,"2013-04-05 05:35:34"
15915615,1,15915615,"2013-04-10 01:54:14"
16387963,2,16387936,"2013-05-05 18:54:18"
16923107,2,16922841,"2013-06-04 16:36:05"
19654871,2,19654693,"2013-10-29 09:56:26"
22199152,1,22199152,"2014-03-05 13:27:42"
27392913,2,27391715,"2014-12-10 03:33:59"
47748463,1,47748463,"2017-12-11 07:52:00"
