"PostId","PostTypeId","ParentId","CreationDate"
10292004,1,10292004,"2012-04-24 05:06:40"
12107322,2,12107061,"2012-08-24 10:08:37"
13250418,1,13250418,"2012-11-06 11:50:37"
14352060,2,14351870,"2013-01-16 05:43:52"
21550087,2,21473529,"2014-02-04 10:39:33"
