"PostId","PostTypeId","ParentId","CreationDate"
3059129,2,3059044,"2010-06-17 05:36:39"
7420470,1,7420470,"2011-09-14 17:30:18"
10224026,1,10224026,"2012-04-19 08:08:23"
10634199,1,10634199,"2012-05-17 10:42:25"
13087800,1,13087800,"2012-10-26 13:22:24"
20009108,1,20009108,"2013-11-15 19:31:15"
22374467,1,22374467,"2014-03-13 09:40:26"
30057159,1,30057159,"2015-05-05 15:26:17"
36523773,1,36523773,"2016-04-09 23:03:48"
40295646,1,40295646,"2016-10-27 23:17:15"
40302949,2,40295646,"2016-10-28 10:16:13"
47059817,1,47059817,"2017-11-01 16:51:37"
49897159,2,49897000,"2018-04-18 10:18:04"
