"PostId","PostTypeId","ParentId","CreationDate"
10753546,1,10753546,"2012-05-25 11:24:12"
11858405,1,11858405,"2012-08-08 05:51:57"
14721370,2,14721345,"2013-02-06 04:08:56"
16310753,1,16310753,"2013-04-30 23:50:10"
20185672,1,20185672,"2013-11-25 05:53:32"
21930685,1,21930685,"2014-02-21 09:45:40"
23825654,1,23825654,"2014-05-23 09:31:44"
26285368,1,26285368,"2014-10-09 18:18:18"
28477841,1,28477841,"2015-02-12 12:45:24"
30418895,2,30399479,"2015-05-24 00:23:43"
32615692,2,32615053,"2015-09-16 18:08:26"
33487749,2,33472131,"2015-11-02 21:57:22"
35047307,1,35047307,"2016-01-27 20:24:09"
42456726,2,24710089,"2017-02-25 13:32:33"
49872509,1,49872509,"2018-04-17 07:45:29"
