"PostId","PostTypeId","ParentId","CreationDate"
6345458,2,6344459,"2011-06-14 14:50:11"
6537147,1,6537147,"2011-06-30 15:22:08"
9396574,2,9396161,"2012-02-22 14:19:26"
9898730,2,9898532,"2012-03-27 22:38:17"
10371198,2,4671378,"2012-04-29 09:47:39"
11151581,1,11151581,"2012-06-22 07:04:24"
13687947,2,13687168,"2012-12-03 16:51:52"
14205629,1,14205629,"2013-01-07 23:01:23"
14366931,2,14366705,"2013-01-16 20:10:22"
15895537,1,15895537,"2013-04-09 07:10:52"
18759814,2,18757251,"2013-09-12 08:57:55"
40491038,2,40490832,"2016-11-08 15:47:12"
