"Url","PostCount"
"https://umer555.wordpress.com/2012/05/17/java-card-hello-world-applet/",2
"http://docs.oracle.com/javase/7/docs/jre/api/security/smartcardio/spec/javax/smartcardio/package-summary.html",1
"https://github.com/OpenSC/OpenSC/wiki",1
"http://eclipse-jcde.sourceforge.net/",1
"https://github.com/martinpaljak/GlobalPlatformPro",1
"http://www.oracle.com/technetwork/java/embedded/javacard/downloads/javacard-sdk-2043229.html",1
"http://umer555.wordpress.com/2012/05/17/java-card-hello-world-applet/",1
"http://en.wikipedia.org/wiki/ISO/IEC_7816",1
"http://ludovicrousseau.blogspot.co.uk/2010/06/pcsc-sample-in-java.html",1
"http://www.win.tue.nl/pinpasjc/docs/GPCardSpec_v2.2.pdf",1
