"PostId","PostTypeId","ParentId","CreationDate"
20030304,2,673153,"2013-11-17 11:49:03"
26031156,2,26030703,"2014-09-25 05:24:50"
31287063,1,31287063,"2015-07-08 08:16:19"
33302203,2,33302072,"2015-10-23 12:20:06"
34488299,2,34488071,"2015-12-28 05:49:04"
34767907,1,34767907,"2016-01-13 13:24:33"
35055519,2,35055356,"2016-01-28 07:43:48"
35868699,2,35868352,"2016-03-08 13:26:46"
36040513,2,36040331,"2016-03-16 15:44:06"
37283175,2,37264905,"2016-05-17 17:53:03"
45954670,2,45954540,"2017-08-30 07:41:29"
46018666,2,46018323,"2017-09-02 22:12:57"
49672238,2,49672163,"2018-04-05 12:19:25"
49750978,2,49715524,"2018-04-10 10:11:37"
