"PostId","PostTypeId","ParentId","CreationDate"
39846336,2,39846282,"2016-10-04 07:16:29"
40630027,2,40629782,"2016-11-16 10:41:39"
42115544,2,42115235,"2017-02-08 14:16:50"
44566894,2,44565816,"2017-06-15 11:57:40"
45319765,1,45319765,"2017-07-26 07:04:32"
45521456,1,45521456,"2017-08-05 11:38:33"
45521570,2,45521456,"2017-08-05 11:51:21"
45531182,2,45530527,"2017-08-06 10:44:39"
46544556,1,46544556,"2017-10-03 12:24:20"
47207878,1,47207878,"2017-11-09 17:15:20"
47210979,2,47207878,"2017-11-09 20:29:43"
47211160,2,47207878,"2017-11-09 20:40:42"
48556457,1,48556457,"2018-02-01 06:16:29"
48557282,2,48557155,"2018-02-01 07:18:18"
51108284,2,51108125,"2018-06-29 19:30:24"
