"PostId","PostTypeId","ParentId","CreationDate"
5255952,1,5255952,"2011-03-10 05:44:14"
8724607,1,8724607,"2012-01-04 09:30:46"
10269691,2,10269624,"2012-04-22 16:18:09"
11319521,2,8864487,"2012-07-03 21:33:08"
14657190,1,14657190,"2013-02-02 00:14:24"
19999403,1,19999403,"2013-11-15 10:54:28"
39762767,2,25018162,"2016-09-29 06:19:24"
40389695,2,40389046,"2016-11-02 20:59:42"
44971491,2,12387851,"2017-07-07 13:04:00"
48243068,2,48242933,"2018-01-13 18:35:48"
49701966,2,49701902,"2018-04-06 22:50:06"
