"PostId","PostTypeId","ParentId","CreationDate"
10901240,1,10901240,"2012-06-05 16:35:35"
13258230,2,13257992,"2012-11-06 19:44:32"
16182259,1,16182259,"2013-04-24 02:13:19"
17524435,1,17524435,"2013-07-08 10:32:56"
19046360,1,19046360,"2013-09-27 08:38:38"
