"PostId","PostTypeId","ParentId","CreationDate"
14370745,1,14370745,"2013-01-17 01:19:17"
15161292,1,15161292,"2013-03-01 15:32:04"
16887411,1,16887411,"2013-06-02 21:17:14"
17211694,1,17211694,"2013-06-20 10:48:29"
17236958,2,17227855,"2013-06-21 13:48:41"
17426049,1,17426049,"2013-07-02 12:47:24"
18137264,2,18137121,"2013-08-08 22:29:03"
18790170,2,17134703,"2013-09-13 15:36:28"
19354458,1,19354458,"2013-10-14 06:18:48"
20820110,2,20393316,"2013-12-28 22:33:03"
22080315,1,22080315,"2014-02-27 21:03:16"
28836391,1,28836391,"2015-03-03 16:05:51"
30976358,1,30976358,"2015-06-22 09:25:36"
