"PostId","PostTypeId","ParentId","CreationDate"
15767684,2,15767537,"2013-04-02 15:10:53"
16363314,2,16363235,"2013-05-03 16:12:09"
16562137,2,16560846,"2013-05-15 10:02:45"
16650524,2,16650419,"2013-05-20 13:21:51"
17023203,2,17022945,"2013-06-10 11:49:18"
17781110,2,17781069,"2013-07-22 06:21:08"
18077751,2,18076653,"2013-08-06 10:33:59"
18170502,2,18168715,"2013-08-11 09:24:14"
19645346,1,19645346,"2013-10-28 21:24:43"
27892453,2,27892353,"2015-01-11 21:45:50"
39727604,1,39727604,"2016-09-27 14:39:19"
48598534,2,48598379,"2018-02-03 14:39:29"
