"PostId","PostTypeId","ParentId","CreationDate"
4714681,2,4714615,"2011-01-17 15:14:06"
15715814,2,15715760,"2013-03-30 06:45:27"
20452255,2,20452206,"2013-12-08 10:19:42"
23095386,2,23094232,"2014-04-15 22:03:40"
44282462,2,44282245,"2017-05-31 10:37:38"
