"PostId","PostTypeId","ParentId","CreationDate"
16798342,2,16798193,"2013-05-28 17:46:43"
25477296,2,25477133,"2014-08-24 23:37:12"
29438641,2,29438072,"2015-04-03 19:40:36"
29660256,2,29657095,"2015-04-15 20:29:18"
30923059,2,30919644,"2015-06-18 18:30:43"
31709428,2,31708324,"2015-07-29 19:27:01"
32253451,2,32253040,"2015-08-27 15:24:17"
32443723,2,32443217,"2015-09-07 17:40:10"
32654690,2,32654542,"2015-09-18 14:38:10"
34603373,2,34602542,"2016-01-05 02:42:35"
34927446,2,34924693,"2016-01-21 15:15:39"
38779526,2,38779297,"2016-08-05 00:47:55"
42472730,2,42465868,"2017-02-26 18:54:29"
43763162,2,43762086,"2017-05-03 14:38:47"
