"PostId","PostTypeId","ParentId","CreationDate"
11141897,1,11141897,"2012-06-21 15:48:27"
11737521,1,11737521,"2012-07-31 09:56:39"
16971887,2,16933725,"2013-06-06 20:47:19"
19734670,2,19731555,"2013-11-01 20:13:44"
19823514,2,19821959,"2013-11-06 21:48:06"
23106349,1,23106349,"2014-04-16 10:10:52"
24058362,1,24058362,"2014-06-05 10:56:49"
25586179,1,25586179,"2014-08-30 19:50:52"
30726183,1,30726183,"2015-06-09 07:58:30"
32394060,2,32367300,"2015-09-04 08:59:41"
39504979,1,39504979,"2016-09-15 07:10:19"
42753054,2,42751153,"2017-03-12 20:54:50"
46775627,1,46775627,"2017-10-16 17:11:47"
