"PostId","PostTypeId","ParentId","CreationDate"
19785006,1,19785006,"2013-11-05 08:57:47"
21447953,1,21447953,"2014-01-30 04:42:57"
24930915,2,24929474,"2014-07-24 10:11:21"
25022298,2,25022012,"2014-07-29 18:18:51"
26338728,2,26338328,"2014-10-13 11:17:13"
30096791,2,30096618,"2015-05-07 09:18:22"
30607073,2,30601813,"2015-06-02 21:38:20"
31416222,1,31416222,"2015-07-14 20:02:31"
33505133,2,32937763,"2015-11-03 17:09:39"
33508995,2,33508819,"2015-11-03 21:01:41"
34124910,1,34124910,"2015-12-07 01:05:48"
39335355,2,39335244,"2016-09-05 17:33:29"
39996078,1,39996078,"2016-10-12 10:14:53"
40843291,2,40837830,"2016-11-28 11:32:31"
42808405,1,42808405,"2017-03-15 11:24:42"
43097654,1,43097654,"2017-03-29 15:19:05"
49288372,1,49288372,"2018-03-14 22:05:04"
