"Url","PostCount"
"http://doc.qt.io/qt-5/qthread.html",4
"http://qt-project.org/doc/qt-5/qobject.html#moveToThread",1
"http://qt-project.org/doc/qt-5/threads-technologies.html",1
"https://woboq.com/blog/qthread-you-were-not-doing-so-wrong.html",1
"http://doc.qt.io/qt-5/qthread.html#quit",1
"http://doc.qt.io/qt-5/threads-qobject.html",1
"http://blog.qt.digia.com/blog/2006/12/04/threading-without-the-headache/",1
"http://doc.qt.io/qt-5.4/qthread.html#details",1
"http://qt-project.org/doc/qt-5/qobject.html#thread-affinity",1
"http://qt-project.org/doc/qt-5/thread-basics.html",1
"http://qt-project.org/doc/qt-5/qthread.html",1
"http://qt-project.org/doc/qt-5/qthread.html#details",1
