"PostId","PostTypeId","ParentId","CreationDate"
14171303,2,14171028,"2013-01-05 11:26:04"
14645235,2,14645176,"2013-02-01 11:24:04"
16143231,2,16142763,"2013-04-22 09:06:47"
16165678,2,16165137,"2013-04-23 09:25:15"
17070106,2,17019308,"2013-06-12 15:59:23"
20501300,1,20501300,"2013-12-10 17:31:46"
23549510,2,23545961,"2014-05-08 18:14:44"
28519671,2,20882622,"2015-02-14 19:56:27"
34066755,2,34063476,"2015-12-03 13:00:27"
34271573,2,34270871,"2015-12-14 16:08:30"
35990173,2,35990059,"2016-03-14 14:25:44"
36055675,1,36055675,"2016-03-17 08:56:31"
44564510,2,44551580,"2017-06-15 09:58:57"
46088994,2,46078847,"2017-09-07 06:10:46"
49293861,2,49197634,"2018-03-15 07:38:11"
51734956,2,51732099,"2018-08-07 20:31:17"
