"PostId","PostTypeId","ParentId","CreationDate"
37596473,2,37554267,"2016-06-02 15:44:05"
40566192,2,40448294,"2016-11-12 18:24:57"
41286071,2,39480102,"2016-12-22 15:04:14"
41913083,2,41756883,"2017-01-28 18:09:56"
42798646,2,42788743,"2017-03-14 23:48:54"
42798884,2,42730480,"2017-03-15 00:10:35"
44334880,2,44332448,"2017-06-02 17:59:08"
44374415,2,44332448,"2017-06-05 17:29:08"
44577289,2,44571959,"2017-06-15 21:26:01"
44657043,2,44584951,"2017-06-20 15:19:50"
45557486,2,45524756,"2017-08-08 00:23:21"
46632708,2,46431051,"2017-10-08 15:18:25"
47067373,2,47049787,"2017-11-02 03:58:58"
47955333,2,47946041,"2017-12-23 19:25:40"
49567000,2,49438022,"2018-03-30 00:45:15"
49724197,2,49671343,"2018-04-09 00:43:53"
50382275,2,50381913,"2018-05-17 01:58:00"
50499709,2,50383573,"2018-05-24 01:41:44"
51002569,2,50507506,"2018-06-23 15:25:46"
51002954,2,50649506,"2018-06-23 16:17:01"
51453007,2,50696352,"2018-07-21 05:11:20"
