"PostId","PostTypeId","ParentId","CreationDate"
21594826,1,21594826,"2014-02-06 05:32:32"
22054195,2,22054085,"2014-02-26 21:53:00"
24438742,2,24438638,"2014-06-26 19:34:32"
26463805,2,26463615,"2014-10-20 10:49:11"
32580385,2,24644436,"2015-09-15 07:41:04"
36791790,1,36791790,"2016-04-22 10:50:28"
44453720,2,44453283,"2017-06-09 09:05:30"
45078815,2,34834415,"2017-07-13 11:06:48"
