"PostId","PostTypeId","ParentId","CreationDate"
17266260,2,5402253,"2013-06-23 23:29:39"
18735232,2,17399768,"2013-09-11 07:34:14"
20469304,2,20469087,"2013-12-09 11:20:32"
22784739,2,22784669,"2014-04-01 11:37:16"
23355649,2,23291199,"2014-04-29 04:42:14"
23356195,2,23356132,"2014-04-29 05:28:41"
27107108,2,27043129,"2014-11-24 14:28:25"
37584293,2,37474730,"2016-06-02 06:31:23"
44413818,2,12673357,"2017-06-07 13:17:32"
48295817,2,28503225,"2018-01-17 07:34:21"
