MetricType;Metric;Threshold;Runtime;InformednessText;MarkednessText;MatthewsCorrelationText;FScoreText;InformednessCode;MarkednessCode;MatthewsCorrelationCode;FScoreCode;PostCount;PostVersionCount;PostBlockVersionCount;PossibleConnections;TextBlockVersionCount;PossibleConnectionsText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;FailuresText;PrecisionText;RecallText;InversePrecisionText;InverseRecallText;FailureRateText;CodeBlockVersionCount;PossibleConnectionsCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode;FailuresCode;PrecisionCode;RecallCode;InversePrecisionCode;InverseRecallCode;FailureRateCode
PROFILE;cosineTwoGramNormalizedTermFrequency;0.8;29297485313;0.9439917412804757;0.9728294845721559;0.9583021439557866;0.9675876726886291;0.972608679121421;0.9826951795567742;0.9776389213649904;0.9830585559977261;700;3005;14280;42604;8066;24586;5463;18757;62;304;4;0.9887782805429864;0.9472862840298248;0.9840512040291695;0.996705457250651;1.6269421622061337E-4;6214;18018;4323;13546;41;108;0;0.9906049495875344;0.975626269465132;0.9920902299692398;0.9969824096562891;0.0
PROFILE;manhattanThreeShingleNormalized;0.0;32003070505;0.9691936839876223;0.9579878680674305;0.9635744865176338;0.9721458046767538;0.9707634527986571;0.9685575565793352;0.9696598774102114;0.977131913934888;700;3005;14280;42604;8066;24586;5654;18608;211;113;4519;0.9640238704177323;0.9804057568926652;0.9939639976496982;0.9887879270949572;0.18380379077523795;6214;18018;4337;13478;109;94;1097;0.9754835807467387;0.9787858271270593;0.9930739758325965;0.9919776256715979;0.06088356088356088
EDIT;optimalAlignmentNormalized;0.8;391487376660;0.8547855791732606;0.9558782762590154;0.9039197785153285;0.9212664611936117;0.9311863130947935;0.9754107185683669;0.9530420299109692;0.9634900268284148;700;3005;14280;42604;8066;24586;4932;18811;8;835;0;0.9983805668016195;0.8552106814634992;0.9574977094573959;0.9995748977097614;0.0;6214;18018;4130;13575;12;301;0;0.9971028488652824;0.9320695102685624;0.9783078697030845;0.9991168028262309;0.0
FINGERPRINT;winnowingTwoGramJaccard;0.2;13645005674;0.9752150511641695;0.9745121902273941;0.9748635573518558;0.9807625649913344;0.9794426439825914;0.9772170257651203;0.9783292019868329;0.9836656528106342;700;3005;14280;42604;8066;24586;5659;18705;114;108;0;0.9802529014377274;0.9812727588000694;0.9942592887896667;0.9939422923641001;0.0;6214;18018;4366;13507;80;65;0;0.9820062977957715;0.9853306251410516;0.9952107279693486;0.9941120188415397;0.0
PROFILE;cosineTwoShingleNormalizedNormalizedTermFrequency;0.8;30952341229;0.8935769371429743;0.9644723250749605;0.9283481169257827;0.9425518312174627;0.9400025882002487;0.9762574755394011;0.9579585344663296;0.9675324675324676;700;3005;14280;42604;8066;24586;5160;18797;22;607;2354;0.995754534928599;0.8947459684411305;0.9687177901463616;0.9988309687018438;0.09574554624583097;6214;18018;4172;13566;21;259;65;0.994991652754591;0.9415481832543444;0.9812658227848101;0.9984544049459042;0.0036075036075036075
SET;twoGramJaccardNormalizedPadding;0.5;23359632342;0.954569164550807;0.9761113498030791;0.9652801643513068;0.9731348542235533;0.9775785817011453;0.9837400621659949;0.9806544828505246;0.9853758077315498;700;3005;14280;42604;8066;24586;5524;18757;62;243;4;0.9889008234872897;0.957863707300156;0.9872105263157894;0.996705457250651;1.6269421622061337E-4;6214;18018;4346;13543;44;85;0;0.9899772209567198;0.9808169713382984;0.993762841209275;0.9967616103628468;0.0
FINGERPRINT;winnowingThreeGramJaccard;0.5;13287247328;0.9393602584624874;0.9737071168838312;0.9563795109593048;0.9659464746154529;0.9737322091754139;0.9836770136996438;0.9786919799736933;0.983856298317417;700;3005;14280;42604;8066;24586;5432;18771;48;335;280;0.9912408759124087;0.9419108722039189;0.9824662409714225;0.9974493862585685;0.011388595135442934;6214;18018;4327;13549;38;104;0;0.9912943871706759;0.9765290002256827;0.992382626528968;0.9972032089497314;0.0
PROFILE;cosineTokenNormalizedBool;0.8;14869799380;0.9035810214825832;0.9672320983098992;0.9348649995596161;0.9480377906976745;0.9391636904107878;0.9775005514943595;0.958140399586628;0.9675995819300894;700;3005;14280;42604;8066;24586;5218;18796;23;549;0;0.9956115245182218;0.9048031905670193;0.9716205737916774;0.998777830915564;0.0;6214;18018;4166;13573;14;265;0;0.9966507177033492;0.9401940871135184;0.9808498337910103;0.9989696032972695;0.0
EDIT;optimalAlignmentNormalized;0.4;398869052363;0.9575421347769784;0.9781629824227969;0.9677976391523906;0.9750902209312561;0.976082169428053;0.9822342183084136;0.9791533621925343;0.9842421494161658;700;3005;14280;42604;8066;24586;5539;18764;55;228;0;0.9901680371826957;0.9604647130223687;0.9879949452401011;0.9970774217546097;0.0;6214;18018;4341;13538;49;90;0;0.9888382687927108;0.97968855788761;0.993395949515703;0.996393611540443;0.0
SET;threeShingleJaccard;0.9;15533913859;0.7266678609999175;0.9224838197059904;0.8187425383310589;0.8416507681494126;0.8278041074249605;0.9468292682926829;0.885318675575554;0.905790838375108;700;3005;14280;42604;8066;24586;4191;18818;1;1576;4824;0.9997614503816794;0.7267209987861973;0.9227223693243111;0.9999468622137202;0.1962092247620597;6214;18018;3668;13587;0;763;1786;1.0;0.8278041074249605;0.9468292682926829;1.0;0.09912309912309912
FINGERPRINT;winnowingTwoGramDiceNormalized;0.6;18779811625;0.9570778817231014;0.9760900629536633;0.9665372262994637;0.9741515737647266;0.9792417270899803;0.98329126252067;0.9812644058271085;0.9858517260894171;700;3005;14280;42604;8066;24586;5540;18752;67;227;4;0.9880506509719993;0.9606381134038495;0.9880394119816639;0.9964397683192519;1.6269421622061337E-4;6214;18018;4355;13538;49;76;0;0.9888737511353315;0.9828481155495373;0.9944175113853386;0.996393611540443;0.0
PROFILE;cosineFourGramNormalizedTermFrequency;1.0;39100865721;0.6753944858678689;0.9095258808177469;0.7837657587943114;0.8062512937280066;0.8164463731535965;0.9432614262515275;0.8775661629750477;0.8988819875776397;700;3005;14280;42604;8066;24586;3895;18819;0;1872;692;1.0;0.6753944858678689;0.9095258808177469;1.0;0.028146099406166112;6214;18018;3618;13586;1;813;0;0.9997236805747444;0.8165199729180772;0.9435377456767831;0.9999264002355193;0.0
FINGERPRINT;winnowingTwoGramOverlap;0.8;13094852207;0.9594020862943458;0.964758014157113;0.9620763231425689;0.9709261838440111;0.9718922150633951;0.9780178555071863;0.974950224350162;0.9810679061330915;700;3005;14280;42604;8066;24586;5577;18675;144;190;0;0.9748295752490823;0.9670539275186405;0.9899284389080307;0.9923481587757054;0.0;6214;18018;4327;13524;63;104;0;0.9856492027334852;0.9765290002256827;0.9923686527737012;0.9953632148377125;0.0
SET;tokenJaccardNormalized;0.1;27539358768;0.9797122843643156;0.9744568842223775;0.9770810509144259;0.9824682615079022;0.9819105033840194;0.9798274828849074;0.9808684401840118;0.985579089680036;700;3005;14280;42604;8066;24586;5688;18695;124;79;587;0.9786648313833448;0.9863013698630136;0.9957920528390327;0.9934109145013019;0.02387537623037501;6214;18018;4374;13516;71;57;0;0.9840269966254218;0.987136086662153;0.9958004862594857;0.9947744167218665;0.0
PROFILE;cosineTwoGramNormalizedBool;0.9;29263309799;0.8717788165583829;0.9607100015734722;0.9151648093253607;0.931050439611291;0.9383443262081088;0.9761589257497669;0.9570648825731182;0.9667982354306941;700;3005;14280;42604;8066;24586;5030;18811;8;737;4;0.9984120682810639;0.8722039188486215;0.9622979332924084;0.9995748977097614;1.6269421622061337E-4;6214;18018;4164;13568;19;267;0;0.9954578054028209;0.939742721733243;0.9807011203469461;0.9986016044748657;0.0
FINGERPRINT;winnowingFiveGramJaccardNormalized;0.1;18125177039;0.9735593488766381;0.9752030363321578;0.9743808460114843;0.9803819444444445;0.9817486536649718;0.9811520485227532;0.9814503057607359;0.9860139860139859;700;3005;14280;42604;8066;24586;5647;18713;106;120;910;0.9815748305232053;0.9791919542222993;0.9936282058089524;0.9943673946543387;0.03701293419018954;6214;18018;4371;13523;64;60;21;0.9855693348365276;0.98645903859174;0.9955827136862254;0.9952896150732318;0.0011655011655011655
SET;twoGramOverlapNormalizedPadding;0.6;22159933103;0.9745690313147415;0.9689959718603269;0.9717785064734686;0.9784147815575893;0.9777107822259707;0.9768200204527475;0.9772652998499664;0.9828597203428057;700;3005;14280;42604;8066;24586;5666;18670;149;101;4;0.9743766122098022;0.9824865614704352;0.9946193596505247;0.9920824698443063;1.6269421622061337E-4;6214;18018;4358;13508;79;73;0;0.9821951769213433;0.9835251636199503;0.9946248435314041;0.9941856186060205;0.0
SET;fiveGramDice;0.4;21063673471;0.9660723481233935;0.9757552440650694;0.9709017251131324;0.9776458260565839;0.9818763196071516;0.9839745632575028;0.9829248815440227;0.9871157323688969;700;3005;14280;42604;8066;24586;5598;18732;87;169;825;0.9846965699208443;0.9706953355297382;0.9910586741442252;0.9953770125936553;0.033555682095501506;6214;18018;4367;13537;50;64;0;0.9886800996151234;0.9855563078311893;0.9952944636423793;0.9963200117759623;0.0
FINGERPRINT;winnowingThreeGramOverlapNormalized;0.5;18401480160;0.9678036061327031;0.9687361992346153;0.968269790404797;0.9757070969980913;0.9738644097002398;0.9766924930057921;0.9752774262535462;0.981341173809793;700;3005;14280;42604;8066;24586;5623;18683;136;144;355;0.9763847890258726;0.9750303450667591;0.9923514102087427;0.992773261065944;0.014439111689579436;6214;18018;4339;13514;73;92;0;0.9834542157751587;0.9792371925073347;0.9932382772306335;0.994627217192905;0.0
SET;threeShingleOverlapNormalized;0.9;28636474668;0.9046774363608208;0.954824584538438;0.9294128562240355;0.9444694446944469;0.9193377974555412;0.9666091859274295;0.9426772300160945;0.9554438077417846;700;3005;14280;42604;8066;24586;5247;18722;97;520;4519;0.9818488023952096;0.9098318016299636;0.9729757821432283;0.9948456347308571;0.18380379077523795;6214;18018;4085;13552;35;346;1097;0.991504854368932;0.9219137892123674;0.9751043315584976;0.9974240082431737;0.06088356088356088
SET;fourGramDiceNormalizedPadding;1.0;25281634024;0.6771284896826772;0.9099656689715196;0.7849609411262272;0.8074855252274606;0.8166720558437341;0.9433270351391654;0.877717966729676;0.8990187554341077;700;3005;14280;42604;8066;24586;3905;18819;0;1862;692;1.0;0.6771284896826772;0.9099656689715198;1.0;0.028146099406166112;6214;18018;3619;13586;1;812;0;0.9997237569060774;0.8167456556082149;0.943603278233088;0.9999264002355193;0.0
SET;twoGramOverlap;0.1;16851557370;0.965748029794717;0.9597698728063002;0.9627543111921185;0.9715173485240808;0.9709057689309235;0.9695799644098364;0.9702426402118952;0.9775673543005299;700;3005;14280;42604;8066;24586;5628;18628;191;139;0;0.9671764908059804;0.9758973469741633;0.9925933820003197;0.9898506828205537;0.0;6214;18018;4336;13483;104;95;0;0.9765765765765766;0.9785601444369217;0.9930033878332597;0.9923456244940017;0.0
PROFILE;cosineTwoShingleNormalizedTermFrequency;0.0;31105546071;0.9738726839833194;0.9614878675304208;0.9676604622331374;0.9752619824772376;0.9748110910310488;0.9717148031009821;0.9732617157691396;0.9798491500619161;700;3005;14280;42604;8066;24586;5677;18621;198;90;2354;0.9662978723404255;0.9843939656667244;0.9951899951899952;0.989478718316595;0.09574554624583097;6214;18018;4352;13487;100;79;65;0.977538185085355;0.9821710674791243;0.9941766180156273;0.9926400235519246;0.0036075036075036075
FINGERPRINT;winnowingFourGramLongestCommonSubsequence;1.0;58146183874;0.6911347698189867;0.912569000085103;0.7941713705603851;0.817175650748104;0.799897937009066;0.9382102431436081;0.8662981230334892;0.8886939082476811;700;3005;14280;42604;8066;24586;3987;18815;4;1780;568;0.9989977449260837;0.6913473209641061;0.9135712551590192;0.9997874488548807;0.023102578703327097;6214;18018;3545;13585;2;886;0;0.9994361432196223;0.8000451365380276;0.9387740999239859;0.9998528004710385;0.0
PROFILE;cosineFourGramNormalizedBool;0.1;39139214534;0.9794633927598435;0.9712156392719347;0.9753307978028323;0.9811288237828522;0.977494866329224;0.9755688291681681;0.9765313729024254;0.9823098591549295;700;3005;14280;42604;8066;24586;5693;18674;145;74;692;0.9751627269612881;0.9871683717704179;0.9960529123106465;0.9922950209894256;0.028146099406166112;6214;18018;4359;13502;85;72;0;0.9808730873087309;0.983750846310088;0.9946957418594372;0.993744020019136;0.0
FINGERPRINT;winnowingThreeGramLongestCommonSubsequence;0.5;75744913559;0.9339568725912986;0.9730591018187025;0.9533075241395577;0.9634189864382583;0.9685415073022479;0.9819619316500079;0.9752286344205268;0.9811922945400662;700;3005;14280;42604;8066;24586;5399;18777;42;368;280;0.9922808307296452;0.9361886596150512;0.9807782710890572;0.9977682129762474;0.011388595135442934;6214;18018;4304;13549;38;127;0;0.9912482726853984;0.9713382983525164;0.9907136589646095;0.9972032089497314;0.0
SET;twoGramOverlap;0.7;16838808004;0.9666877126208269;0.9651802395392473;0.9659336820025569;0.9739326231921711;0.9763469192917542;0.9775372923158949;0.9769419244998275;0.9826067314208269;700;3005;14280;42604;8066;24586;5623;18662;157;144;0;0.9728373702422145;0.9750303450667591;0.9923428692970329;0.9916573675540677;0.0;6214;18018;4350;13514;73;81;0;0.983495365136785;0.9817197020988491;0.99404192717911;0.994627217192905;0.0
SET;threeGramJaccardNormalizedPadding;0.0;26630876765;0.9753353782581573;0.9650762452627064;0.9701922514230177;0.9772003785597522;0.9758610213205612;0.9724679634156661;0.9741630150956964;0.9805289814293753;700;3005;14280;42604;8066;24586;5679;18642;177;88;355;0.9697745901639344;0.9847407664296861;0.995301655098772;0.9905946118284712;0.014439111689579436;6214;18018;4356;13489;98;75;0;0.9779973057925461;0.983073798239675;0.99447065762312;0.9927872230808862;0.0
SET;fourGramDice;0.2;20359955888;0.9797234610826713;0.9759767178936927;0.9778482949777612;0.983053778315753;0.9831076332024931;0.9810220731176009;0.9820642995354468;0.9864803965750338;700;3005;14280;42604;8066;24586;5685;18705;114;82;568;0.9803414381789963;0.9857811687185711;0.9956352797146963;0.9939422923641001;0.023102578703327097;6214;18018;4378;13520;67;53;0;0.9849268841394826;0.9880388174227037;0.9960951889781183;0.9950688157797895;0.0
PROFILE;cosineTokenNormalizedBool;0.1;14843470784;0.9772902996321551;0.9697474689624512;0.9735115790322363;0.9797396327269592;0.980114808656309;0.9780355975358677;0.9790746511568592;0.9842271293375394;700;3005;14280;42604;8066;24586;5682;18669;150;85;0;0.9742798353909465;0.9852609675741286;0.9954676335715047;0.9920293320580265;0.0;6214;18018;4368;13510;77;63;0;0.9826771653543307;0.985781990521327;0.9953584321815369;0.994332818134982;0.0
FINGERPRINT;winnowingTwoGramOverlapNormalized;0.1;33612735342;0.9615612568981797;0.9573135590838362;0.95943505726981;0.9689741595367729;0.96722124612424;0.9681052186631454;0.9676631314536827;0.975609756097561;700;3005;14280;42604;8066;24586;5606;18621;198;161;4;0.9658855961405927;0.9720825385815849;0.9914279629432435;0.989478718316595;1.6269421622061337E-4;6214;18018;4320;13482;105;111;0;0.976271186440678;0.9749492213947191;0.9918340322224675;0.9922720247295209;0.0
SET;twoGramJaccardNormalizedPadding;0.3;23279155224;0.9735984996402764;0.9758315101111532;0.9747143654147732;0.9806339557099436;0.9801688748340083;0.9806164264733155;0.9803926251151095;0.9852127779659103;700;3005;14280;42604;8066;24586;5646;18717;102;121;4;0.9822546972860126;0.9790185538408185;0.9935768128251407;0.994579945799458;1.6269421622061337E-4;6214;18018;4364;13523;64;67;0;0.985546522131888;0.9848792597607764;0.9950699043414275;0.9952896150732318;0.0
SET;fourGramOverlapNormalizedPadding;0.2;25495090867;0.9762638843659115;0.9689579677556355;0.9726040660969995;0.9790463050788998;0.9771219841101249;0.9750491219541342;0.9760850027782717;0.981973862100045;700;3005;14280;42604;8066;24586;5677;18666;153;90;692;0.9737564322469983;0.9843939656667244;0.9952015355086372;0.991869918699187;0.028146099406166112;6214;18018;4358;13500;87;73;0;0.9804274465691789;0.9835251636199503;0.9946216753849554;0.9935968204901744;0.0
FINGERPRINT;winnowingThreeGramJaccard;0.1;12289530902;0.9764987889477421;0.9726484322514564;0.9745717090935214;0.9805481110054465;0.9801196920530044;0.9774491924022404;0.9787835314586887;0.984009009009009;700;3005;14280;42604;8066;24586;5671;18690;129;96;280;0.9777586206896551;0.9833535633778394;0.9948898115618013;0.9931452255699028;0.011388595135442934;6214;18018;4369;13507;80;62;0;0.9820184311081142;0.9860076732114647;0.9954307612941263;0.9941120188415397;0.0
EDIT;damerauLevenshtein;0.1;603734162501;0.9697557817012021;0.9660471577737457;0.9678996934843525;0.975445270620785;0.9773330166101761;0.9768874589383993;0.9771102123777621;0.9827411167512691;700;3005;14280;42604;8066;24586;5641;18661;158;126;0;0.9727539230901879;0.9781515519334143;0.9932932346835578;0.9916042297677878;0.0;6214;18018;4356;13509;78;75;0;0.9824086603518268;0.983073798239675;0.9944787985865724;0.9942592183705012;0.0
FINGERPRINT;winnowingFiveGramOptimalAlignment;0.9;84425230392;0.7892793857371418;0.9385101171000096;0.8606664212880556;0.8820224719101123;0.8796424097888385;0.9612847470391861;0.9195579543339307;0.9356851451883849;700;3005;14280;42604;8066;24586;4553;18815;4;1214;825;0.999122229536976;0.7894919368822612;0.9393878875630336;0.9997874488548807;0.033555682095501506;6214;18018;3899;13583;4;532;0;0.9989751473225724;0.8799368088467614;0.9623095997166136;0.9997056009420769;0.0
FINGERPRINT;winnowingFourGramLongestCommonSubsequenceNormalized;0.3;47329983111;0.9581182840119864;0.9764152926384675;0.9672235236313425;0.9746924428822495;0.9760036862668771;0.9826105691686797;0.979301556045647;0.9843501927874801;700;3005;14280;42604;8066;24586;5546;18752;67;221;692;0.9880634241938357;0.9616785156927345;0.9883518684446319;0.9964397683192519;0.028146099406166112;6214;18018;4340;13540;47;91;0;0.9892865283793025;0.9794628751974723;0.9933240407893772;0.9965408110694046;0.0
SET;fiveGramDice;0.1;21042100585;0.9780202416174313;0.9725428917216434;0.9752777214439573;0.9810897159139971;0.9804925742721036;0.9779688187548707;0.9792298834588391;0.9843450839058453;700;3005;14280;42604;8066;24586;5681;18686;133;86;825;0.9771241830065359;0.9850875671926478;0.9954187087151076;0.9929326744247835;0.033555682095501506;6214;18018;4370;13509;78;61;0;0.9824640287769785;0.9862333559016023;0.9955047899778924;0.9942592183705012;0.0
EQUAL;equalNormalized;0.1;6505848397;0.667764869082712;0.9075958524234387;0.778498956693938;0.8007901850696609;0.8043331076506433;0.9400166044001659;0.8695323321535495;0.8915572232645402;700;3005;14280;42604;8066;24586;3851;18819;0;1916;0;1.0;0.6677648690827119;0.9075958524234387;1.0;0.0;6214;18018;3564;13587;0;867;0;1.0;0.8043331076506431;0.940016604400166;1.0;0.0
FINGERPRINT;winnowingFourGramLongestCommonSubsequenceNormalized;0.0;47103853571;0.9727903206265103;0.9624450000356897;0.9676038343093212;0.975223675154852;0.9742910092829882;0.9707570432631258;0.9725224210522864;0.9792932703128516;700;3005;14280;42604;8066;24586;5668;18630;189;99;692;0.967730920266348;0.9828333622333969;0.9947140797693417;0.9899569583931134;0.028146099406166112;6214;18018;4351;13483;104;80;0;0.97665544332211;0.9819453847889866;0.994101599941016;0.9923456244940017;0.0
SET;threeGramJaccardNormalized;0.7;26075277353;0.8902012180632759;0.9643817175857956;0.9265493940815187;0.9409502883823126;0.9486570135866561;0.9786072506484418;0.9635157662822122;0.9719561454125795;700;3005;14280;42604;8066;24586;5139;18802;17;628;355;0.9967028704422033;0.8911045604300329;0.9676788471435924;0.999096657633243;0.014439111689579436;6214;18018;4211;13564;23;220;0;0.9945677846008503;0.9503498081697134;0.9840394660475914;0.9983072054169426;0.0
EDIT;longestCommonSubsequence;0.9;308326055316;0.8133820387629784;0.9451009513139987;0.8767714289463422;0.8968747013284908;0.8954450814951707;0.9654074599626581;0.9297684451853094;0.9443387250237868;700;3005;14280;42604;8066;24586;4692;18815;4;1075;0;0.9991482112436116;0.8135945899080977;0.9459527400703871;0.9997874488548807;0.0;6214;18018;3970;13580;7;461;0;0.9982398793060095;0.8959602798465358;0.9671675806566484;0.9994848016486347;0.0
SET;fourGramOverlapNormalized;0.1;24926062126;0.9708661191032939;0.964170691963719;0.9675126137988865;0.9751552795031055;0.9703710369927765;0.9703710369927765;0.9703710369927764;0.977657413676371;700;3005;14280;42604;8066;24586;5652;18646;173;115;692;0.9703004291845494;0.9800589561297035;0.9938702627791696;0.9908071629735905;0.028146099406166112;6214;18018;4332;13488;99;99;0;0.977657413676371;0.977657413676371;0.9927136233164053;0.9927136233164053;0.0
SET;threeGramOverlap;0.6;19205035854;0.9709248129993582;0.9697594486664423;0.9703419558850509;0.9773042273042273;0.9767934012753339;0.9782828273670345;0.9775378306506076;0.983054676909173;700;3005;14280;42604;8066;24586;5641;18683;136;126;280;0.9764583693958803;0.9781515519334143;0.993301079270562;0.992773261065944;0.011388595135442934;6214;18018;4351;13517;70;80;0;0.9841664781723592;0.9819453847889866;0.9941163491946753;0.9948480164863472;0.0
PROFILE;cosineTwoGramNormalizedNormalizedTermFrequency;0.4;29601223227;0.97587231223074;0.9721402969382587;0.974004517128035;0.9801141276154245;0.9787655959121784;0.9769849399950012;0.9778748626442092;0.9833220644579671;700;3005;14280;42604;8066;24586;5668;18688;131;99;4;0.9774098982583204;0.9828333622333969;0.9947303986799383;0.9930389499973431;1.6269421622061337E-4;6214;18018;4363;13507;80;68;0;0.9819941480981319;0.9846535770706387;0.9949907918968692;0.9941120188415397;0.0
FINGERPRINT;winnowingFiveGramLongestCommonSubsequence;0.7;45467340342;0.876955664261811;0.9609083318494447;0.917972768905341;0.9336038362227961;0.9421711651470583;0.9786723252352298;0.960248324634861;0.9692682361127217;700;3005;14280;42604;8066;24586;5062;18804;15;705;825;0.9970454993106165;0.8777527310560084;0.9638628325388282;0.9992029332058027;0.033555682095501506;6214;18018;4179;13574;13;252;0;0.9968988549618321;0.943127962085308;0.9817734702733979;0.9990432030617502;0.0
SET;tokenOverlap;0.9;6022535556;0.9049123409426514;0.9589692195228876;0.931548754134964;0.945943506903709;0.9238416844649036;0.9693606938200552;0.946327541727909;0.9583090038537896;700;3005;14280;42604;8066;24586;5241;18746;73;526;0;0.9862627022958224;0.9087913993410786;0.9727065172270651;0.9961209416015728;0.0;6214;18018;4103;13558;29;328;0;0.9929816069699903;0.9259760776348455;0.9763790868500648;0.9978656068300581;0.0
FINGERPRINT;winnowingFourGramLongestCommonSubsequence;0.2;58795222641;0.9692215290353312;0.975821596755883;0.9725159639170123;0.9789161874891096;0.9816604037104049;0.9827073746235775;0.9821837496630521;0.9865612648221345;700;3005;14280;42604;8066;24586;5618;18726;93;149;568;0.9837156364909824;0.9741633431593549;0.9921059602649006;0.9950581858759764;0.023102578703327097;6214;18018;4368;13531;56;63;0;0.9873417721518988;0.985781990521327;0.9953656024716787;0.9958784131890778;0.0
SET;fourGramJaccardNormalizedPadding;1.0;27288706933;0.6771284896826772;0.9099656689715196;0.7849609411262272;0.8074855252274606;0.8166720558437341;0.9433270351391654;0.877717966729676;0.8990187554341077;700;3005;14280;42604;8066;24586;3905;18819;0;1862;692;1.0;0.6771284896826772;0.9099656689715198;1.0;0.028146099406166112;6214;18018;3619;13586;1;812;0;0.9997237569060774;0.8167456556082149;0.943603278233088;0.9999264002355193;0.0
SET;threeGramDice;0.0;19704772749;0.9732545736803873;0.964376915807144;0.968805575985754;0.976143312376195;0.9762339035396603;0.9729862844838282;0.9746087412865729;0.9808644754615038;700;3005;14280;42604;8066;24586;5667;18642;177;100;280;0.9697125256673511;0.9826599618519161;0.994664390139793;0.9905946118284712;0.011388595135442934;6214;18018;4357;13491;96;74;0;0.9784415001122838;0.9832994809298127;0.9945447843715444;0.9929344226098477;0.0
FINGERPRINT;winnowingFiveGramOverlapNormalized;0.1;17890313653;0.9717806381884069;0.968526265189736;0.9701520870916661;0.97716658017644;0.9747081908863957;0.9750048188372249;0.9748564935796189;0.9810383747178331;700;3005;14280;42604;8066;24586;5649;18673;146;118;910;0.9748058671268335;0.979538754985261;0.9937203980629025;0.9922418832031458;0.03701293419018954;6214;18018;4346;13504;83;85;21;0.9812598780763152;0.9808169713382984;0.9937449407609096;0.9938912195480974;0.0011655011655011655
PROFILE;cosineThreeShingleNormalizedBool;0.5;32506471272;0.9481309969993046;0.9708787713886675;0.9594374692923959;0.9686122377005819;0.9670353282357649;0.9816703935234301;0.9743253826213616;0.9804905875641757;700;3005;14280;42604;8066;24586;5493;18737;82;274;4519;0.9852914798206278;0.9524882954742501;0.9855872915680396;0.9956427015250545;0.18380379077523795;6214;18018;4297;13550;37;134;1097;0.9914628518689432;0.9697585195215527;0.990207541654487;0.9972768087142121;0.06088356088356088
SET;fiveGramOverlapNormalizedPadding;0.8;25760618865;0.9472807924188273;0.9680469810819659;0.9576075977862636;0.9672477548864238;0.968095025318668;0.9812008635172449;0.974625915317988;0.9807407407407407;700;3005;14280;42604;8066;24586;5493;18721;98;274;910;0.982471829726346;0.9524882954742501;0.9855751513556199;0.9947924969445773;0.03701293419018954;6214;18018;4303;13546;41;128;21;0.9905616942909761;0.9711126156623787;0.9906391692262688;0.9969824096562891;0.0011655011655011655
FINGERPRINT;winnowingFourGramLongestCommonSubsequenceNormalized;0.2;47361708348;0.9681811267464462;0.9754891991313648;0.9718282934469409;0.9783821478382148;0.9795458929412941;0.9829929484965549;0.9812679070926825;0.9858581287475959;700;3005;14280;42604;8066;24586;5612;18726;93;155;692;0.9836985100788782;0.9731229408704699;0.9917906890524866;0.9950581858759764;0.028146099406166112;6214;18018;4357;13536;51;74;0;0.9884301270417423;0.9832994809298127;0.9945628214548127;0.9962464120114816;0.0
FINGERPRINT;winnowingTwoGramJaccard;0.8;13363384815;0.870565013888017;0.9603633234620372;0.914362460967898;0.9303574736062233;0.9401449043325147;0.9773802966676259;0.9585818199335255;0.9679740078904617;700;3005;14280;42604;8066;24586;5023;18811;8;744;0;0.9984098588749751;0.8709901161782556;0.9619534645870621;0.9995748977097614;0.0;6214;18018;4171;13571;16;260;0;0.9961786481967996;0.9413225005642067;0.9812016484708264;0.9988224037683079;0.0
SET;fourGramOverlapNormalizedPadding;0.7;24989189004;0.964743903466398;0.971432120922648;0.9680822363268305;0.9755162498910865;0.9760134530602678;0.981407772791397;0.9787068964620194;0.9839111715386359;700;3005;14280;42604;8066;24586;5598;18707;112;169;692;0.980385288966725;0.9706953355297382;0.9910468319559229;0.9940485679366597;0.028146099406166112;6214;18018;4342;13534;53;89;0;0.9879408418657566;0.9799142405777477;0.9934669309256404;0.9960992124825201;0.0
FINGERPRINT;winnowingFiveGramDiceNormalized;0.0;17656881518;0.9716967805513455;0.9619276847845226;0.9667998936844843;0.9746105516825888;0.9748846907955295;0.9719348544813258;0.97340865523398;0.9799594685881557;700;3005;14280;42604;8066;24586;5662;18629;190;105;910;0.9675324675324676;0.9817929599445119;0.994395217252055;0.9899038206068336;0.03701293419018954;6214;18018;4352;13488;99;79;21;0.9777578072343294;0.9821710674791243;0.9941770472469964;0.9927136233164053;0.0011655011655011655
SET;fourGramDiceNormalizedPadding;0.5;25154178832;0.9580651462257066;0.9762386787766886;0.9671092247173422;0.9746068008083648;0.9772841826432221;0.9828370227270358;0.980056670008061;0.984929178470255;700;3005;14280;42604;8066;24586;5546;18751;68;221;692;0.9878874242964019;0.9616785156927345;0.9883512544802867;0.996386630532972;0.028146099406166112;6214;18018;4346;13539;48;85;0;0.9890760127446518;0.9808169713382984;0.993761009982384;0.9964672113049238;0.0
