MetricType;Metric;Threshold;InformednessText;MarkednessText;MatthewsCorrelationText;FScoreText;RuntimeText;InformednessCode;MarkednessCode;MatthewsCorrelationCode;FScoreCode;RuntimeCode;PostCount;PostVersionCount;PostBlockVersionCount;PossibleConnections;TextBlockVersionCount;PossibleConnectionsText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;FailuresText;PrecisionText;RecallText;InversePrecisionText;InverseRecallText;FailureRateText;CodeBlockVersionCount;PossibleConnectionsCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode;FailuresCode;PrecisionCode;RecallCode;InversePrecisionCode;InverseRecallCode;FailureRateCode
SET;fiveGramDiceNormalizedPadding;0.5;0.954523154049248;0.975935021001721;0.9651697127415892;0.9730538922155688;10979812902;0.9768406395488762;0.9832939973066785;0.9800620068106033;0.9849291784702549;13924672799;700;3005;14280;42604;8066;24586;5525;18755;63;243;3649;0.9887258410880458;0.9578710124826629;0.9872091799136751;0.9966521415665852;0.0;6214;18018;4346;13539;45;88;42;0.98975176497381;0.9801533603969328;0.9935422323328685;0.9966872791519434;0.0
EQUAL;equals;0.6;0.6590084795019493;0.9038490506262775;0.7717798834852484;0.7941944241411716;85472333;0.7885358441276931;0.9340876365113551;0.8582316604190986;0.8814413506362606;178841295;700;3005;14280;42604;8066;24586;3803;18812;6;1965;0;0.9984247834077186;0.6593273231622746;0.905424267218559;0.9996811563396748;0.0;6214;18018;3498;13579;5;936;0;0.9985726520125606;0.7889039242219216;0.9355149844987943;0.9996319199057715;0.0
FINGERPRINT;winnowingFiveGramOverlapNormalized;0.8;0.9421321420500837;0.9629012407552111;0.9524600823842384;0.9632890219209438;7346956790;0.9571740055561664;0.9728703062036395;0.9649902423732541;0.9734109323291109;12875482921;700;3005;14280;42604;8066;24586;5471;18698;120;297;3649;0.978536934358791;0.948509015256588;0.9843643063964201;0.9936231267934956;0.0;6214;18018;4265;13520;64;169;42;0.9852159852159852;0.9618854307622914;0.9876543209876543;0.9952885747938751;0.0
FINGERPRINT;winnowingFiveGramOverlap;0.8;0.9480546298738082;0.9638609055528606;0.9559250985635596;0.9660556091570915;4611460751;0.9569484755606772;0.9727947460874473;0.9648390794851848;0.9732937685459941;8096700564;700;3005;14280;42604;8066;24586;5507;18692;126;261;3389;0.977631812533286;0.954750346740638;0.9862290930195747;0.9933042831331703;0.0;6214;18018;4264;13520;64;170;0;0.9852125693160814;0.961659900766802;0.987582176771366;0.9952885747938751;0.0
FINGERPRINT;winnowingFourGramJaccardNormalized;0.8;0.8289392891009864;0.9478243751756137;0.8863909203904673;0.9058211074301941;7826513026;0.9108654454576026;0.9681181475460865;0.9390555722214502;0.9522015540381444;10894591224;700;3005;14280;42604;8066;24586;4785;18806;12;983;2729;0.9974984365228268;0.8295769764216366;0.9503259386527869;0.9993623126793496;0.0;6214;18018;4044;13568;16;390;0;0.9960591133004926;0.912043301759134;0.9720590342455939;0.9988221436984688;0.0
SET;twoGramDice;0.5;0.9696030366947337;0.9730031081904926;0.971301584686711;0.9780133831580777;6684318150;0.9795844550063673;0.9794356812983536;0.9795100653277831;0.9845529371969782;9512642272;700;3005;14280;42604;8066;24586;5627;18706;112;141;0;0.9804844049485973;0.9755547850208044;0.9925187032418953;0.9940482516739292;0.0;6214;18018;4366;13515;69;68;0;0.9844419391206314;0.9846639603067208;0.9949937421777222;0.9949204946996466;0.0
FINGERPRINT;winnowingFourGramJaccardNormalized;0.7;0.870402692319995;0.9584619020615717;0.9133716768328956;0.9297077321494636;7659414680;0.9340307828520698;0.9739034945280154;0.953758797294352;0.9642110155705322;10685114615;700;3005;14280;42604;8066;24586;5026;18800;18;742;2729;0.9964314036478985;0.8713592233009708;0.9620304984136732;0.9990434690190243;0.0;6214;18018;4149;13561;23;285;0;0.9944870565675935;0.935723951285521;0.9794164379604218;0.9983068315665489;0.0
SET;fiveGramOverlapNormalizedPadding;0.8;0.9468357309501969;0.967586405947334;0.9571548369687205;0.9669014084507043;10889963148;0.9658679677276938;0.9792363588222932;0.9725291933000032;0.9791548012302085;13854369378;700;3005;14280;42604;8066;24586;5492;18718;100;276;3649;0.9821173104434907;0.9521497919556172;0.9854690955038433;0.9946859389945797;0.0;6214;18018;4298;13537;47;136;42;0.9891829689298044;0.9693279206134416;0.9900533898924888;0.996540047114252;0.0
PROFILE;cosineThreeGramNormalizedTermFrequency;0.9;0.8704950250512649;0.9594106074781121;0.9138720702544249;0.9300388672959468;17545086546;0.9412571065856352;0.9749344085502276;0.9579477754568696;0.9676150821188988;18135177959;700;3005;14280;42604;8066;24586;5025;18805;13;743;1292;0.9974196109567288;0.8711858529819695;0.9619909965213833;0.9993091720692954;0.0;6214;18018;4183;13555;29;251;0;0.9931149097815765;0.9433919711321606;0.9818194987686513;0.9978651354534747;0.0
FINGERPRINT;winnowingTwoGramOptimalAlignment;0.4;0.9517744725776027;0.9762132557229015;0.9639164157689861;0.9720236519283382;52795405539;0.9741295976640512;0.9829969361577366;0.9785532228368219;0.9837666023385174;122934793729;700;3005;14280;42604;8066;24586;5507;18762;56;261;0;0.989933489124573;0.954750346740638;0.9862797665983284;0.9970241258369646;0.0;6214;18018;4333;13542;42;101;0;0.9904;0.9772214704555706;0.9925969361577366;0.9969081272084805;0.0
FINGERPRINT;winnowingTwoGramOverlap;0.5;0.957552776880636;0.9549168153112437;0.9562338878074206;0.9665195951206851;4989516919;0.9670156404653409;0.9674566956077684;0.9672361428966705;0.9752961082910321;8125559484;700;3005;14280;42604;8066;24586;5586;18613;205;182;0;0.9646002417544466;0.9684466019417476;0.990316573556797;0.9891061749388883;0.0;6214;18018;4323;13476;108;111;0;0.975626269465132;0.9749661705006766;0.9918304261426364;0.9920494699646644;0.0
SET;threeGramDiceNormalizedPadding;0.6;0.9497219257272635;0.9746039969540639;0.9620825249471594;0.9706012183278891;10468893174;0.9745853395939821;0.9825420412131509;0.9785556033772854;0.9837776517300058;13033362718;700;3005;14280;42604;8066;24586;5497;18756;62;271;1292;0.9888469149127541;0.9530166435506241;0.9857570820413097;0.9967052821766393;0.0;6214;18018;4336;13539;45;98;0;0.9897283725176901;0.9778980604420388;0.9928136686954608;0.9966872791519434;0.0
FINGERPRINT;winnowingThreeGramLongestCommonSubsequenceNormalized;0.5;0.931328070078977;0.9715880493013529;0.951245090850737;0.9617857142857142;18331740475;0.9667560418927943;0.981370483346307;0.9740358536061668;0.98027590924638;46143834879;700;3005;14280;42604;8066;24586;5386;18772;46;382;1292;0.9915316642120766;0.9337725381414702;0.9800563850892764;0.9975555319375067;0.0;6214;18018;4299;13546;38;135;0;0.9912381830758589;0.969553450608931;0.9901323002704481;0.9972025912838633;0.0
PROFILE;cosineTwoShingleNormalizedTermFrequency;0.5;0.9562342669521864;0.9732705097249976;0.964714782934865;0.9727879213483146;14668485437;0.9748798036693649;0.9834486295221652;0.9791548431517227;0.9842242651231415;16132086968;700;3005;14280;42604;8066;24586;5541;18735;83;227;13934;0.9852418207681366;0.9606449375866851;0.9880286889568611;0.9955893293655012;0.0;6214;18018;4336;13543;41;98;308;0.9906328535526616;0.9778980604420388;0.9928157759695037;0.9969817432273262;0.0
