MetricType;Metric;Threshold;Runtime;InformednessText;MarkednessText;MatthewsCorrelationText;FScoreText;InformednessCode;MarkednessCode;MatthewsCorrelationCode;FScoreCode;PostCount;PostVersionCount;PostBlockVersionCount;PossibleConnections;TextBlockVersionCount;PossibleConnectionsText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;FailuresText;PrecisionText;RecallText;InversePrecisionText;InverseRecallText;FailureRateText;CodeBlockVersionCount;PossibleConnectionsCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode;FailuresCode;PrecisionCode;RecallCode;InversePrecisionCode;InverseRecallCode;FailureRateCode
EQUAL;equal;0.82;268436446;0.6604820530605169;0.905761178225923;0.7734591150003794;0.795530492898914;0.7905664635522456;0.9360661384774371;0.8602456025735405;0.8830350390723469;700;3005;14280;42604;8066;24586;3809;18819;0;1958;0;1.0;0.6604820530605168;0.905761178225923;1.0;0.0;6214;18018;3503;13587;0;928;0;1.0;0.7905664635522456;0.9360661384774371;1.0;0.0
SET;fiveGramDice;0.97;19413934221;0.7457950407490896;0.927729849642593;0.8318030542251842;0.8543901470003973;0.8530069689558983;0.9540095942981488;0.902095800005249;0.9206039941548954;700;3005;14280;42604;8066;24586;4301;18819;0;1466;825;1.0;0.7457950407490896;0.9277298496425931;1.0;0.033555682095501506;6214;18018;3780;13586;1;651;0;0.999735519703782;0.8530805687203792;0.9542740745943668;0.9999264002355193;0.0
SET;fiveGramDiceNormalizedPadding;0.51;24850143303;0.9535819000482018;0.9759657042042407;0.9647088838592507;0.9726775956284152;0.97712721632087;0.9835896739657479;0.9803531201174928;0.9851457081301735;700;3005;14280;42604;8066;24586;5518;18758;61;249;910;0.9890661408854633;0.956823305011271;0.9868995633187773;0.9967585950369308;0.03701293419018954;6214;18018;4344;13543;44;87;21;0.9899726526891522;0.980365605958023;0.9936170212765958;0.9967616103628468;0.0011655011655011655
FINGERPRINT;winnowingThreeGramDiceNormalized;0.84;18000507475;0.8708055390784191;0.9600618797668026;0.9143452317144606;0.9303832623588224;0.9412782011798984;0.9770953767491044;0.9590195924002763;0.9683551640199374;700;3005;14280;42604;8066;24586;5025;18809;10;742;355;0.9980139026812314;0.8713369169412173;0.9620479770855711;0.9994686221372018;0.014439111689579436;6214;18018;4177;13568;19;254;0;0.9954718779790277;0.9426765967050327;0.9816234987700767;0.9986016044748657;0.0
SET;fiveGramDiceNormalized;0.93;24168718672;0.7995491590081498;0.9421276595744681;0.8679155361503115;0.888610522258624;0.8925848062878616;0.9647613423096404;0.9279716137034947;0.9428162973552537;700;3005;14280;42604;8066;24586;4611;18819;0;1156;910;1.0;0.7995491590081498;0.9421276595744681;1.0;0.03701293419018954;6214;18018;3957;13581;6;474;21;0.9984859954579863;0.8930264048747462;0.9662753468516542;0.9995584014131155;0.0011655011655011655
EQUAL;equal;0.92;258035112;0.6604820530605169;0.905761178225923;0.7734591150003794;0.795530492898914;0.7905664635522456;0.9360661384774371;0.8602456025735405;0.8830350390723469;700;3005;14280;42604;8066;24586;3809;18819;0;1958;0;1.0;0.6604820530605168;0.905761178225923;1.0;0.0;6214;18018;3503;13587;0;928;0;1.0;0.7905664635522456;0.9360661384774371;1.0;0.0
EQUAL;equal;0.35;256788729;0.6604820530605169;0.905761178225923;0.7734591150003794;0.795530492898914;0.7905664635522456;0.9360661384774371;0.8602456025735405;0.8830350390723469;700;3005;14280;42604;8066;24586;3809;18819;0;1958;0;1.0;0.6604820530605168;0.905761178225923;1.0;0.0;6214;18018;3503;13587;0;928;0;1.0;0.7905664635522456;0.9360661384774371;1.0;0.0
PROFILE;manhattanThreeGramNormalized;0.49;34123659684;0.9586384851564289;0.9765779713657943;0.9675666525398875;0.9749626636211894;0.9791583605321088;0.9842667253638857;0.9817092202549642;0.986180335296783;700;3005;14280;42604;8066;24586;5549;18752;67;218;355;0.9880698005698005;0.9621987168371771;0.9885081707959936;0.9964397683192519;0.014439111689579436;6214;18018;4353;13543;44;78;0;0.9899931771662497;0.982396750169262;0.994273548197636;0.9967616103628468;0.0
SET;twoShingleDiceNormalized;0.9;28418465686;0.8231455979121853;0.9479947198570484;0.8833672398806313;0.902833238258224;0.9001844179880614;0.9668653870444495;0.9329293412201213;0.9469687981967019;700;3005;14280;42604;8066;24586;4748;18816;3;1019;2354;0.999368553988634;0.8233050112710248;0.9486261658684144;0.9998405866411605;0.09574554624583097;6214;18018;3991;13580;7;440;65;0.9982491245622811;0.9006996163394267;0.9686162624821684;0.9994848016486347;0.0036075036075036075
SET;fiveGramDiceNormalizedPadding;0.26;24764047909;0.9757324420043263;0.9766726754762405;0.9762024455415644;0.9817803227485684;0.9834707486282017;0.9827238790958011;0.9830972429364034;0.9872561181910455;700;3005;14280;42604;8066;24586;5658;18718;101;109;910;0.9824622330265671;0.9810993584185885;0.9942104424496734;0.9946330835857378;0.03701293419018954;6214;18018;4377;13528;59;54;21;0.9866997294860235;0.987813134732566;0.9960241496097777;0.9956576138956356;0.0011655011655011655
SET;tokenDiceNormalized;0.97;23890342005;0.7619212762268077;0.9320027733755945;0.8426818750496874;0.8648755043794902;0.8611315458008544;0.9564312047676149;0.9075313117538755;0.9253152279340446;700;3005;14280;42604;8066;24586;4394;18819;0;1373;587;1.0;0.7619212762268077;0.9320027733755943;1.0;0.02387537623037501;6214;18018;3816;13586;1;615;0;0.9997380141472361;0.8612051455653351;0.9566931906203788;0.9999264002355193;0.0
SET;fiveGramDiceNormalizedPadding;0.82;24858652907;0.8736330829683923;0.9610556596200159;0.916302362115288;0.9320514005731719;0.9404490701838286;0.9770459371684637;0.958572867932829;0.9679888656924147;700;3005;14280;42604;8066;24586;5041;18810;9;726;910;0.9982178217821782;0.8741113230449107;0.9628378378378378;0.9995217599234816;0.03701293419018954;6214;18018;4173;13569;18;258;21;0.9957050823192556;0.9417738659444821;0.9813408548492081;0.9986752042393464;0.0011655011655011655
PROFILE;manhattanFiveGramNormalized;0.84;37820332886;0.8592939890917624;0.9571556102393317;0.9069057627472193;0.9238796235907949;0.9322460101776961;0.9748713741517698;0.9533204859801533;0.9637655831294419;700;3005;14280;42604;8066;24586;4958;18811;8;809;910;0.9983890455094644;0.8597190913820011;0.9587665647298674;0.9995748977097614;0.03701293419018954;6214;18018;4136;13571;16;295;21;0.9961464354527938;0.9334236064093884;0.9787249386989759;0.9988224037683079;0.0011655011655011655
SET;fourGramDice;0.18;19104846550;0.9784984816939497;0.9740600083257123;0.9762767226690933;0.9818527480124438;0.9820625863096764;0.9796828635486552;0.980872003239904;0.9855823383644966;700;3005;14280;42604;8066;24586;5681;18695;124;86;568;0.9786391042204996;0.9850875671926478;0.9954209041052127;0.9934109145013019;0.023102578703327097;6214;18018;4375;13515;72;56;0;0.983809309646953;0.9873617693522907;0.9958735539017022;0.9947008169573858;0.0
SET;fiveGramDiceNormalizedPadding;0.42;24780893490;0.9639775565229822;0.9755615960403308;0.9697522794964797;0.9767401189227003;0.9781181970359873;0.982313998343032;0.9802138526783318;0.9850577314919629;700;3005;14280;42604;8066;24586;5585;18735;84;182;910;0.9851825718821662;0.9684411305704873;0.9903790241581646;0.9955364259524948;0.03701293419018954;6214;18018;4351;13535;52;80;21;0.9881898705428117;0.9819453847889866;0.9941241278002203;0.9961728122470008;0.0011655011655011655
SET;threeGramDiceNormalized;0.89;23378829040;0.8514238471162034;0.9553083628245136;0.9018715659440258;0.9194197473093122;0.9265990595275593;0.9737451209074119;0.9498796309282337;0.960953939677344;700;3005;14280;42604;8066;24586;4912;18813;6;855;355;0.9987799918666125;0.8517426738338825;0.9565283709579011;0.9996811732823211;0.014439111689579436;6214;18018;4110;13574;13;321;0;0.9968469560999272;0.9275558564658091;0.9768981648074847;0.9990432030617502;0.0
SET;fiveGramDiceNormalizedPadding;0.31;24963113844;0.9721833225431471;0.9763037913326862;0.9742413785450103;0.9802591529698235;0.9826416176321318;0.9826416176321318;0.9826416176321316;0.9869104039720153;700;3005;14280;42604;8066;24586;5636;18723;96;131;910;0.9832519190509421;0.9772845500260101;0.993051872281744;0.994898772517137;0.03701293419018954;6214;18018;4373;13529;58;58;21;0.9869104039720153;0.9869104039720153;0.9957312136601163;0.9957312136601163;0.0011655011655011655
PROFILE;cosineThreeGramNormalizedBool;0.9;34016507478;0.8457547723136156;0.9539046826378061;0.8982034500452721;0.9161581072199793;0.9222326052537673;0.972815320255592;0.9471863635156983;0.9587435536802625;700;3005;14280;42604;8066;24586;4879;18814;5;888;355;0.9989762489762489;0.8460204612450147;0.9549284336615572;0.9997343110686009;0.014439111689579436;6214;18018;4090;13576;11;341;0;0.997317727383565;0.9230422026630557;0.975497592872027;0.9991904025907117;0.0
PROFILE;manhattanTwoShingleNormalized;0.24;31271184716;0.9729692126189886;0.9773303834480633;0.9751473599677519;0.9809515525789336;0.9829311332933592;0.9841295338644489;0.983530151052243;0.987576236729162;700;3005;14280;42604;8066;24586;5639;18728;91;128;2354;0.9841186736474694;0.9778047511704526;0.9932117098005939;0.9951644614485361;0.09574554624583097;6214;18018;4372;13536;51;59;65;0.9884693646846032;0.9866847212818777;0.9956601691798456;0.9962464120114816;0.0036075036075036075
SET;fiveGramDice;0.46;19881607846;0.9611220385877259;0.9754481310370651;0.9682585895508139;0.9755541925874004;0.9795410095445987;0.9835917826215921;0.9815643064664311;0.9860780984719864;700;3005;14280;42604;8066;24586;5567;18740;79;200;825;0.9860077931278781;0.9653199237038321;0.989440337909187;0.9958021148838939;0.033555682095501506;6214;18018;4356;13539;48;75;0;0.989100817438692;0.983073798239675;0.9944909651828999;0.9964672113049238;0.0
PROFILE;manhattanThreeGramNormalized;0.35;34278225203;0.972088223688943;0.977514972782676;0.9747978218695696;0.9806754874651811;0.9826318508387408;0.9838298865213326;0.9832306862089514;0.9873503501242377;700;3005;14280;42604;8066;24586;5633;18731;88;134;355;0.9846180737633281;0.9767643488815675;0.992896899019348;0.9953238748073755;0.014439111689579436;6214;18018;4371;13535;52;60;0;0.988243273796066;0.98645903859174;0.9955866127252666;0.9961728122470008;0.0
SET;tokenDiceNormalized;0.45;24325222159;0.9644446198811449;0.9755523564164668;0.9699825882758074;0.976923076923077;0.9791681273254995;0.983066363502271;0.9811153093226135;0.9857401539157988;700;3005;14280;42604;8066;24586;5588;18734;85;179;587;0.9850167459897762;0.9689613317149298;0.9905356104266906;0.995483288166215;0.02387537623037501;6214;18018;4355;13537;50;76;0;0.9886492622020431;0.9828481155495373;0.9944171013002278;0.9963200117759623;0.0
SET;fiveGramDice;0.4;19618367628;0.9660723481233935;0.9757552440650694;0.9709017251131324;0.9776458260565839;0.9818763196071516;0.9839745632575028;0.9829248815440227;0.9871157323688969;700;3005;14280;42604;8066;24586;5598;18732;87;169;825;0.9846965699208443;0.9706953355297382;0.9910586741442252;0.9953770125936553;0.033555682095501506;6214;18018;4367;13537;50;64;0;0.9886800996151234;0.9855563078311893;0.9952944636423793;0.9963200117759623;0.0
SET;fiveGramDiceNormalizedPadding;0.57;24785907818;0.9455103836458791;0.9747704713895344;0.9600289591310218;0.9689077863406856;0.9736634928076286;0.9828421227006046;0.9782420426802021;0.9835245994773321;700;3005;14280;42604;8066;24586;5469;18766;53;298;910;0.9904020282506338;0.9483266863187099;0.9843684431389006;0.9971836973271694;0.03701293419018954;6214;18018;4328;13545;42;103;21;0.9903890160183066;0.9767546829158203;0.9924531066822978;0.9969088098918083;0.0011655011655011655
SET;fiveGramJaccard;1.0;22060623404;0.6610022542049592;0.9058919803600656;0.773819514540825;0.7959077147927759;0.8002708192281651;0.9388474295190714;0.8667942094589028;0.8890560361037985;700;3005;14280;42604;8066;24586;3812;18819;0;1955;825;1.0;0.6610022542049593;0.9058919803600655;1.0;0.033555682095501506;6214;18018;3546;13587;0;885;0;1.0;0.8002708192281652;0.9388474295190713;1.0;0.0
