"PostId","ParentId","OwnerUserId","CreationDate","Score"
"28532350","28532350","4451440","2015-02-15 23:11:25","1"
"38034023","38034023","6513689","2016-06-26 00:03:14","0"
"40336623","40336623","5283289","2016-10-31 04:33:39","0"
"44826277","44826277","6454355","2017-06-29 13:18:51","0"
"45390842","45390842","7385348","2017-07-29 15:16:41","0"
