"PostId","ParentId","OwnerUserId","CreationDate","Score"
"17569116","11981410","2246810","2013-07-10 11:09:22","0"
"24946924","11649064","3056160","2014-07-25 02:01:58","2"
"27434135","27434135","1278553","2014-12-11 23:09:24","0"
"32970393","32970393","4228962","2015-10-06 12:48:25","7"
"33826094","1026483","2717068","2015-11-20 11:52:39","2"
"34206015","34206015","5603816","2015-12-10 15:42:00","1"
"37334365","37334365","6237157","2016-05-19 21:32:00","2"
"48757857","48757857","4025169","2018-02-13 00:45:37","0"
