"PostId","PostTypeId","CommentId","CreationDate","UserId","OwnerDisplayName"
5225588,1,5879684,"2011-03-07 21:52:27",618622,
5225588,1,5879820,"2011-03-07 22:01:45",366855,
5225588,1,5879991,"2011-03-07 22:14:15",618622,
5225588,1,5880217,"2011-03-07 22:31:37",516725,
5268589,1,5935194,"2011-03-11 03:18:46",161161,
5268589,1,5935252,"2011-03-11 03:27:22",100027,
5268589,1,5935318,"2011-03-11 03:36:35",161161,
5268589,1,5936147,"2011-03-11 05:37:02",41761,
5758654,1,6594535,"2011-04-22 19:37:14",85371,
5761830,1,6598123,"2011-04-23 02:58:01",215752,
5761830,1,6598214,"2011-04-23 03:14:35",720689,
6300362,1,7360010,"2011-06-09 23:19:15",266541,
6300362,1,7360030,"2011-06-09 23:20:27",791865,
6859287,1,8157880,"2011-07-28 13:06:56",637853,
6859287,1,8157926,"2011-07-28 13:09:14",600500,
6859287,1,8157949,"2011-07-28 13:10:19",759762,
6859287,1,8170901,"2011-07-29 03:55:17",629568,
6928544,1,8255691,"2011-08-03 15:14:27",7714,
6928544,1,8256050,"2011-08-03 15:30:02",270591,
6928544,1,8262771,"2011-08-03 21:44:34",413501,
7044982,1,8420314,"2011-08-12 19:04:10",396458,
7044982,1,8420801,"2011-08-12 19:32:08",841467,
7407560,1,8950384,"2011-09-13 19:57:23",397952,
376732,1,8960605,"2011-09-14 10:26:43",1,
7407560,1,8968825,"2011-09-14 17:49:20",10039,
7407560,1,8968903,"2011-09-14 17:52:30",73226,
7407560,1,8968983,"2011-09-14 17:55:39",397952,
7407560,1,9042048,"2011-09-19 14:16:47",10039,
7407560,1,9042075,"2011-09-19 14:18:29",73226,
7407560,1,9042659,"2011-09-19 14:48:49",73226,
7545756,1,9143883,"2011-09-25 13:23:13",139010,
8204028,1,10083477,"2011-11-20 19:39:02",621449,
8258877,1,10163678,"2011-11-24 14:54:29",959734,
8276698,1,10190492,"2011-11-26 06:22:51",327491,
8276698,1,10190523,"2011-11-26 06:27:13",302994,
8276698,1,10197296,"2011-11-26 20:19:06",816416,
8426956,1,10412025,"2011-12-08 06:20:28",720176,
8426956,1,10412047,"2011-12-08 06:22:55",644474,
8426956,1,10413162,"2011-12-08 08:01:19",57695,
8499127,1,10530435,"2011-12-14 15:43:51",560648,
8520999,1,10550514,"2011-12-15 13:48:27",466826,
8520999,1,10550529,"2011-12-15 13:49:02",603256,
8520999,1,10550718,"2011-12-15 13:58:54",1012928,
8520999,1,10550756,"2011-12-15 14:00:43",885457,
8520999,1,10550823,"2011-12-15 14:04:18",1012928,
8520999,1,10550831,"2011-12-15 14:04:51",466826,
8520999,1,10550878,"2011-12-15 14:07:04",1012928,
8586543,1,10651114,"2011-12-21 09:35:10",524368,
8586543,1,10654782,"2011-12-21 13:06:07",148668,
8586543,1,10654814,"2011-12-21 13:08:25",743214,
8586543,1,10660952,"2011-12-21 17:53:29",734069,
8586543,1,10662541,"2011-12-21 19:20:46",148668,
8687577,1,10803550,"2011-12-31 10:48:38",1076318,
8687577,1,10804442,"2011-12-31 13:03:27",1124186,
8687577,1,10805414,"2011-12-31 14:59:25",1124186,
8724045,1,10861494,"2012-01-04 08:39:10",16076,
8724045,1,10861522,"2012-01-04 08:40:21",575376,
8724045,1,10861536,"2012-01-04 08:41:32",57695,
8724045,1,10861552,"2012-01-04 08:41:54",1083214,
8687577,1,10898717,"2012-01-05 19:15:01",135133,
9001702,1,11282263,"2012-01-25 11:12:19",315828,
9001702,1,11283380,"2012-01-25 12:10:42",971993,
9067064,1,11380367,"2012-01-30 16:23:41",186380,
9153360,1,11510368,"2012-02-05 21:55:15",780955,
9509020,1,12043160,"2012-03-01 01:25:41",79267,
10189759,1,13079753,"2012-04-17 10:53:30",575376,
10189759,1,13079815,"2012-04-17 10:55:55",250703,
10189759,1,13079826,"2012-04-17 10:56:18",734463,
10189759,1,13079879,"2012-04-17 10:58:35",734463,
10189759,1,13080018,"2012-04-17 11:05:03",734463,
10189759,1,13080341,"2012-04-17 11:17:02",250703,
10189759,1,13080381,"2012-04-17 11:18:39",734463,
10529907,1,13622852,"2012-05-10 09:57:49",44309,
10529907,1,13624519,"2012-05-10 11:13:35",1321399,
10672905,1,13847510,"2012-05-20 11:37:53",867475,
11055749,1,14464403,"2012-06-15 17:49:21",22656,
11055749,1,14464484,"2012-06-15 17:52:18",1459402,
11252831,1,14789499,"2012-06-28 21:04:23",,"user405725"
11252831,1,14789808,"2012-06-28 21:19:14",1018943,
11344917,1,14940635,"2012-07-05 13:47:15",597419,
863394,1,14966809,"2012-07-06 11:56:39",1353187,
11391992,1,15017504,"2012-07-09 09:08:39",993169,
11391992,1,15017540,"2012-07-09 09:10:04",773761,
11391992,1,15017573,"2012-07-09 09:11:11",993169,
11719084,1,15547519,"2012-07-30 09:59:47",440558,
11719084,1,15547524,"2012-07-30 09:59:58",968261,
11767607,1,15626481,"2012-08-01 21:10:38",,"user166390"
11767607,1,15626537,"2012-08-01 21:13:05",,"user166390"
11767607,1,15626549,"2012-08-01 21:13:57",245836,
11767607,1,15626575,"2012-08-01 21:15:00",,"user166390"
11767607,1,15626618,"2012-08-01 21:16:42",177883,
11769779,1,15630176,"2012-08-02 01:21:34",33708,
11812625,1,15701026,"2012-08-05 00:58:47",1180426,
11945499,1,15914480,"2012-08-14 03:48:43",421195,
11945499,1,15914579,"2012-08-14 03:58:54",421195,
11945499,1,15914906,"2012-08-14 04:27:51",547291,
11971858,1,15957678,"2012-08-15 15:06:39",597657,
11971858,1,15957691,"2012-08-15 15:07:14",644688,
11971858,1,15957723,"2012-08-15 15:08:15",1552475,
11917995,1,16142833,"2012-08-22 23:05:56",497357,
11917995,1,16145130,"2012-08-23 02:48:31",136598,
8292189,1,16810465,"2011-11-28 07:15:38",934123,
12636596,1,17041233,"2012-09-28 08:47:12",464744,
12636596,1,17041285,"2012-09-28 08:49:17",488579,
12636596,1,17041427,"2012-09-28 08:54:47",1258004,
12689640,1,17128552,"2012-10-02 11:48:11",61974,
12689640,1,17128561,"2012-10-02 11:48:46",491243,
13117163,1,17834308,"2012-10-29 07:04:01",643827,
13117163,1,17834363,"2012-10-29 07:07:16",1323716,
13117163,1,17834393,"2012-10-29 07:09:19",643827,
13117163,1,17834429,"2012-10-29 07:11:13",1323716,
13117163,1,17834444,"2012-10-29 07:11:47",1545088,
13117163,1,17834568,"2012-10-29 07:18:34",1323716,
13492847,1,18463887,"2012-11-21 12:06:06",1734491,
13601493,1,18646166,"2012-11-28 09:23:28",713111,
13737536,1,18876740,"2012-12-06 06:54:25",1073366,
13781299,1,18958257,"2012-12-09 09:39:05",201863,
13781299,1,18971762,"2012-12-10 01:37:54",555690,
13864443,1,19116147,"2012-12-14 12:53:25",968878,
14082912,1,19473721,"2012-12-29 15:20:00",1395941,
14082912,1,19473727,"2012-12-29 15:20:24",1820433,
14157871,1,19611229,"2013-01-04 13:15:05",1073758,
14157871,1,19611480,"2013-01-04 13:24:29",122978,
14157871,1,19611888,"2013-01-04 13:39:53",698202,
14157871,1,19612272,"2013-01-04 13:52:30",438819,
14252212,1,19787685,"2013-01-10 12:32:44",1916258,
11917995,1,20275599,"2013-01-26 14:34:18",168950,
11917995,1,20282838,"2013-01-26 21:47:20",136598,
14550537,1,20297870,"2013-01-27 18:21:45",283084,
14550537,1,20297895,"2013-01-27 18:23:10",359862,
14634268,1,20442838,"2013-01-31 20:18:50",1057547,
14634268,1,20442941,"2013-01-31 20:22:23",1195273,
14634268,1,20443021,"2013-01-31 20:24:30",612202,
14634268,1,20443757,"2013-01-31 20:50:17",1600356,
14634268,1,20443828,"2013-01-31 20:53:15",1600356,
14634268,1,20444343,"2013-01-31 21:12:27",1600356,
15508093,1,21960421,"2013-03-19 18:54:36",125816,
15508093,1,21972962,"2013-03-20 04:03:06",125816,
15508093,1,21987376,"2013-03-20 12:24:25",764370,
15508093,1,21994220,"2013-03-20 15:01:39",132053,
15659449,1,22223853,"2013-03-27 13:07:55",1327409,
15781802,1,22439158,"2013-04-03 09:20:24",1320237,
16163414,1,23098984,"2013-04-23 07:31:38",157247,
16163414,1,23099034,"2013-04-23 07:33:07",807072,
16165982,1,23103405,"2013-04-23 09:41:39",157247,
16165982,1,23103688,"2013-04-23 09:49:43",114251,
16165982,1,23103723,"2013-04-23 09:50:41",114251,
16165982,1,23104344,"2013-04-23 10:07:08",2215991,
16193967,1,23153500,"2013-04-24 14:20:52",1988185,
16193967,1,23157634,"2013-04-24 16:02:07",25646,
16193967,1,23190761,"2013-04-25 13:37:35",1326667,
16245209,1,23241882,"2013-04-26 21:06:33",1907509,
16245209,1,23241962,"2013-04-26 21:09:59",2302167,
16245209,1,23241990,"2013-04-26 21:10:38",2219831,
16245209,1,23242148,"2013-04-26 21:16:55",1907509,
16245209,1,23242319,"2013-04-26 21:12:57",2323527,
16420046,1,23545273,"2013-05-07 13:42:30",1188479,
16420046,1,23546284,"2013-05-07 14:09:44",2358443,
16434544,1,23569811,"2013-05-08 07:05:11",359040,
16434544,1,23569830,"2013-05-08 07:06:03",1679187,
16434544,1,23569862,"2013-05-08 07:07:06",2269749,
16434544,1,23569949,"2013-05-08 07:10:16",1288274,
16434544,1,23569991,"2013-05-08 07:11:58",1288274,
16434544,1,23570553,"2013-05-08 07:31:17",548577,
16439607,1,23578111,"2013-05-08 11:44:27",2268953,
16439607,1,23602320,"2013-05-09 02:33:13",1037295,
16193967,1,23992239,"2013-05-21 15:55:29",25646,
17576060,1,25574570,"2013-07-10 17:12:49",884372,
17576060,1,25575233,"2013-07-10 17:33:16",176923,
18466036,1,27140620,"2013-08-27 13:24:14",1771795,
18466036,1,27141122,"2013-08-27 13:35:36",1164930,
18466036,1,27141203,"2013-08-27 13:37:27",1164930,
18466036,1,27141586,"2013-08-27 13:45:43",1771795,
18466036,1,27141937,"2013-08-27 13:52:42",1164930,
18466036,1,27143594,"2013-08-27 14:29:48",1164930,
18466036,1,27143994,"2013-08-27 14:39:51",1771795,
18466036,1,27167689,"2013-08-28 07:42:23",1164930,
18482925,1,27169127,"2013-08-28 08:30:49",1769465,
18556326,1,27298478,"2013-09-01 07:46:50",263525,
18556326,1,27298501,"2013-09-01 07:49:29",464709,
18556326,1,27298503,"2013-09-01 07:49:31",263525,
18556326,1,27298513,"2013-09-01 07:50:35",263525,
18556326,1,27298524,"2013-09-01 07:51:37",447356,
18556326,1,27568025,"2013-09-10 03:09:59",1248365,
18835343,1,27788730,"2013-09-16 20:12:17",3619,
18996869,1,28064280,"2013-09-25 05:32:08",1342984,
18996869,1,28064323,"2013-09-25 05:35:09",2813545,
19063366,1,28178113,"2013-09-28 07:45:06",207421,
19063366,1,28178634,"2013-09-28 08:28:57",819916,
2916082,1,28220110,"2013-09-30 07:59:00",1442225,
19327956,1,28630935,"2013-10-11 22:08:40",1429714,
19327956,1,28630992,"2013-10-11 22:11:06",1429714,
19327956,1,28631023,"2013-10-11 22:12:47",420683,
19327956,1,28631030,"2013-10-11 22:13:13",596781,
19403113,1,28759734,"2013-10-16 12:17:40",1927832,
19403113,1,28759738,"2013-10-16 12:17:46",2331271,
19403113,1,28760184,"2013-10-16 12:29:24",2028461,
19445636,1,28832331,"2013-10-18 09:04:53",1360794,
19445636,1,28832344,"2013-10-18 09:05:19",1696560,
19445636,1,28832372,"2013-10-18 09:06:11",519413,
19445636,1,28832398,"2013-10-18 09:07:05",1044234,
19445636,1,28832407,"2013-10-18 09:07:22",2648752,
19445636,1,28832433,"2013-10-18 09:07:43",1049668,
19445636,1,28832508,"2013-10-18 09:10:09",883880,
19445636,1,28832598,"2013-10-18 09:12:44",2208090,
19445636,1,28832702,"2013-10-18 09:15:54",2470818,
19445636,1,28832724,"2013-10-18 09:16:38",2648752,
19445636,1,28832811,"2013-10-18 09:18:52",1696560,
19445636,1,28833834,"2013-10-18 09:52:26",883880,
19526373,1,28974896,"2013-10-22 22:46:05",1825029,
19526373,1,28975786,"2013-10-22 23:42:25",,"user2331068"
19526373,1,28977963,"2013-10-23 02:23:58",2514864,
19526373,1,28980321,"2013-10-23 05:11:56",1647052,
19599928,1,29092853,"2013-10-25 21:50:44",57158,
19599928,1,29092859,"2013-10-25 21:50:53",2647279,
19599928,1,29093422,"2013-10-25 22:22:07",908494,
19748769,1,29346230,"2013-11-03 01:08:45",2592931,
19748769,1,29346242,"2013-11-03 01:09:57",2859840,
19748769,1,29346262,"2013-11-03 01:11:12",2731087,
19748769,1,29346289,"2013-11-03 01:12:48",2859840,
19748769,1,29346316,"2013-11-03 01:15:10",2731087,
19748769,1,29346317,"2013-11-03 01:15:15",2073001,
19748769,1,29346347,"2013-11-03 01:18:04",2859840,
19937297,1,29676035,"2013-11-12 21:41:47",495796,
19937297,1,29676418,"2013-11-12 21:54:04",143269,
19937297,1,29676651,"2013-11-12 22:01:05",495796,
19937297,1,29677092,"2013-11-12 22:15:24",143269,
19937297,1,29677117,"2013-11-12 22:16:27",143269,
19937297,1,29681718,"2013-11-13 01:50:54",143269,
19997181,1,29773091,"2013-11-15 09:04:42",16076,
19997181,1,29773095,"2013-11-15 09:04:46",2732806,
19997181,1,29773097,"2013-11-15 09:04:48",1351167,
19997181,1,29773219,"2013-11-15 09:08:27",263681,
19997181,1,29773286,"2013-11-15 09:10:43",1698987,
20111984,1,29969264,"2013-11-21 03:44:40",1920232,
20111984,1,29969282,"2013-11-21 03:45:45",3007275,
20111984,1,29969319,"2013-11-21 03:48:24",1902010,
20111984,1,29971253,"2013-11-21 05:31:17",1309356,
20235787,1,30180000,"2013-11-27 07:40:48",1239506,
20235787,1,30181188,"2013-11-27 08:26:52",2960701,
20235787,1,30181501,"2013-11-27 08:38:24",1239506,
20235787,1,30181794,"2013-11-27 08:49:19",2960701,
20235787,1,30181892,"2013-11-27 08:52:36",1239506,
20235787,1,30182195,"2013-11-27 09:03:09",2960701,
20235787,1,30182311,"2013-11-27 09:05:53",2960701,
20804133,1,31190785,"2013-12-27 16:44:42",1599111,
20804133,1,31190884,"2013-12-27 16:48:07",1599111,
20804133,1,31192802,"2013-12-27 17:55:44",2312873,
20804133,1,31192933,"2013-12-27 18:00:42",1599111,
20804133,1,31193005,"2013-12-27 18:03:02",2312873,
20804133,1,31193197,"2013-12-27 18:10:35",2312873,
20804133,1,31193362,"2013-12-27 18:16:32",1599111,
20804133,1,31193413,"2013-12-27 18:18:23",1599111,
20804133,1,31193473,"2013-12-27 18:20:23",1599111,
20804133,1,31195291,"2013-12-27 19:37:18",2312873,
20804133,1,31195416,"2013-12-27 19:44:00",2312873,
20849332,1,31275150,"2013-12-30 23:33:57",1118321,
20849332,1,31275407,"2013-12-30 23:46:08",1476269,
20849332,1,31275501,"2013-12-30 23:52:28",1118321,
20849332,1,31275623,"2013-12-30 23:59:47",1476269,
20849332,1,31275900,"2013-12-31 00:13:56",1476269,
21243434,1,32001455,"2014-01-20 20:25:55",1698388,
21243434,1,32001564,"2014-01-20 20:29:47",3157384,
21240221,1,32002304,"2014-01-20 20:53:16",592139,
21240221,1,32007183,"2014-01-20 23:55:20",960504,
21380207,1,32243531,"2014-01-27 11:56:40",570812,
21380207,1,32243552,"2014-01-27 11:57:08",3116141,
21380207,1,32243638,"2014-01-27 12:00:07",1358806,
21380207,1,32243860,"2014-01-27 12:05:36",87015,
21843334,1,33064405,"2014-02-18 03:05:01",1405065,
21843334,1,33064553,"2014-02-18 03:15:15",3321027,
22026148,1,33391796,"2014-02-25 21:44:14",1144035,
22026148,1,33392029,"2014-02-25 21:50:51",348946,
22026148,1,33392047,"2014-02-25 21:51:28",348946,
22026148,1,33392588,"2014-02-25 22:08:37",1529673,
22026148,1,33392897,"2014-02-25 22:18:15",348946,
22026148,1,33392914,"2014-02-25 22:18:51",1529673,
22026148,1,33393637,"2014-02-25 22:43:43",348946,
22026148,1,33393901,"2014-02-25 22:53:24",1529673,
22135423,1,33586768,"2014-03-02 23:59:49",699632,
22135423,1,33586793,"2014-03-03 00:01:30",3163416,
22135423,1,33586798,"2014-03-03 00:01:40",2812842,
22135423,1,33586847,"2014-03-03 00:03:39",3163416,
22135423,1,33586866,"2014-03-03 00:05:01",699632,
22805451,1,34777953,"2014-04-02 08:39:54",296974,
23328840,1,35721674,"2014-04-27 21:13:04",849076,
23683604,1,36387800,"2014-05-15 16:22:30",1011527,
23683604,1,36387973,"2014-05-15 16:27:20",2245090,
23693293,1,36406557,"2014-05-16 05:39:38",362922,
23693293,1,36407148,"2014-05-16 06:08:15",17389,
23693293,1,36409495,"2014-05-16 12:52:11",,"user3112922"
23960862,1,36947604,"2014-06-01 11:11:49",1586965,
24057715,1,37094474,"2014-06-05 10:32:02",693806,
24057715,1,37095907,"2014-06-05 11:10:48",1469208,
24078249,1,37136932,"2014-06-06 11:42:51",3535645,
24078249,1,37139448,"2014-06-06 12:55:12",2666238,
24078249,1,37140063,"2014-06-06 13:11:22",3535645,
24157352,1,37281505,"2014-06-11 07:51:57",1903116,
24157352,1,37281551,"2014-06-11 07:53:23",1194864,
24157352,1,37281589,"2014-06-11 07:54:29",1194864,
24652962,1,38215298,"2014-07-09 11:54:53",348312,
24652962,1,38215332,"2014-07-09 11:55:47",2291869,
24681568,1,38276987,"2014-07-10 20:42:38",316738,
24987992,1,38847990,"2014-07-28 03:22:41",3744059,
24987992,1,38848182,"2014-07-28 03:39:44",2992738,
25015955,1,38900344,"2014-07-29 13:03:49",787102,
25015955,1,38900353,"2014-07-29 13:04:05",1758762,
25015955,1,38900433,"2014-07-29 13:06:13",2024124,
25015955,1,38901264,"2014-07-29 13:26:01",3032289,
25079806,1,39020373,"2014-08-01 12:07:42",2886276,
25079806,1,39020427,"2014-08-01 12:09:18",1300140,
25079806,1,39020443,"2014-08-01 12:09:48",335858,
25079806,1,39020467,"2014-08-01 12:10:28",2886276,
25426717,1,39666494,"2014-08-21 12:48:54",1061630,
25426717,1,39666577,"2014-08-21 12:50:52",3869566,
25426717,1,39666844,"2014-08-21 12:57:34",3653341,
25467356,1,39742587,"2014-08-23 23:50:05",962089,
25467356,1,39742601,"2014-08-23 23:51:41",131433,
25467356,1,39742686,"2014-08-24 00:01:45",126027,
25467356,1,39742701,"2014-08-24 00:03:05",299924,
25467356,1,39742703,"2014-08-24 00:03:12",17034,
25467356,1,39742710,"2014-08-24 00:04:34",299924,
25467356,1,39742776,"2014-08-24 00:12:09",3242721,
25467356,1,39742782,"2014-08-24 00:12:57",3723423,
25467356,1,39742805,"2014-08-24 00:14:35",451600,
25467356,1,39742834,"2014-08-24 00:17:44",2853283,
25467356,1,39742894,"2014-08-24 00:23:22",3723423,
25467356,1,39742920,"2014-08-24 00:26:29",17034,
25467356,1,39742933,"2014-08-24 00:27:46",2853283,
25734067,1,40234895,"2014-09-08 22:37:46",322415,
25734067,1,40235277,"2014-09-08 23:02:58",402645,
25776865,1,40313444,"2014-09-10 23:53:11",709664,
25776865,1,40314433,"2014-09-11 00:59:58",466694,
25776865,1,40315279,"2014-09-11 02:11:28",3091374,
25776865,1,40315430,"2014-09-11 02:21:38",466694,
25866634,1,40477278,"2014-09-16 11:08:35",1945651,
25866634,1,40479086,"2014-09-16 11:57:26",2049466,
25866634,1,40479223,"2014-09-16 12:01:07",1945651,
25874434,1,40492192,"2014-09-16 17:34:07",1467082,
26215789,1,41113334,"2014-10-06 12:03:52",3004076,
26215789,1,41113403,"2014-10-06 12:06:21",3636601,
26215789,1,41113815,"2014-10-06 12:19:27",4070833,
26231961,1,41144326,"2014-10-07 09:00:02",1598534,
26231961,1,41144369,"2014-10-07 09:01:26",2316068,
26686004,1,41969880,"2014-11-01 03:43:19",460557,
26686004,1,41985254,"2014-11-02 01:20:05",3131147,
26714772,1,42019918,"2014-11-03 12:53:07",1196670,
26714772,1,42023160,"2014-11-03 14:46:15",4210405,
27206962,1,42896033,"2014-11-29 20:55:00",1396516,
27206962,1,42896132,"2014-11-29 21:01:48",4307262,
27494384,1,43420617,"2014-12-15 22:38:38",76337,
27494384,1,43421531,"2014-12-15 23:16:28",941240,
27494384,1,43422156,"2014-12-15 23:45:37",3928572,
27598728,1,43620651,"2014-12-22 08:06:32",3197055,
27598728,1,43620922,"2014-12-22 08:18:46",1941001,
27598728,1,43621035,"2014-12-22 08:24:47",3332862,
27598728,1,43621124,"2014-12-22 08:28:50",1941001,
27738909,1,43889217,"2015-01-02 08:11:06",2353523,
27738909,1,43890151,"2015-01-02 09:07:20",4411748,
27738909,1,43893035,"2015-01-02 11:02:39",2353523,
27738909,1,43904746,"2015-01-02 18:37:59",4411748,
27757220,1,43925535,"2015-01-03 17:23:14",2156916,
27812239,1,44047627,"2015-01-07 13:55:00",4316870,
27812239,1,44070894,"2015-01-08 03:44:41",3936403,
27970737,1,44334202,"2015-01-15 18:49:37",865874,
27970737,1,44334290,"2015-01-15 18:52:16",4031604,
27970737,1,44334818,"2015-01-15 19:08:24",560648,
27973970,1,44340874,"2015-01-15 22:19:26",3029624,
25268224,1,44715063,"2015-01-27 14:36:23",2069745,
28271852,1,44899930,"2015-02-02 06:47:48",3084228,
28280911,1,44916754,"2015-02-02 15:43:18",477420,
28280911,1,44916767,"2015-02-02 15:43:46",1208289,
28280911,1,44916793,"2015-02-02 15:44:17",477420,
28280911,1,44917115,"2015-02-02 15:51:52",182360,
28280911,1,44917176,"2015-02-02 15:53:18",182360,
28280911,1,44918004,"2015-02-02 16:12:46",17034,
28280911,1,44918748,"2015-02-02 16:31:02",182360,
28280911,1,44941303,"2015-02-03 08:27:55",2528063,
28603218,1,45511481,"2015-02-19 09:54:14",3852595,
28603218,1,45511508,"2015-02-19 09:55:05",4190126,
28603218,1,45511551,"2015-02-19 09:56:31",3852595,
28603218,1,45511888,"2015-02-19 10:05:15",4190126,
28603218,1,45511937,"2015-02-19 10:06:46",1875256,
28603218,1,45513178,"2015-02-19 10:40:29",4190126,
28841273,1,45951646,"2015-03-03 20:26:41",2456433,
28841273,1,45951730,"2015-03-03 20:29:25",2946289,
28841273,1,45951756,"2015-03-03 20:30:11",2456433,
28841273,1,45951814,"2015-03-03 20:32:09",2946289,
28841273,1,45951933,"2015-03-03 20:36:19",2238367,
28841273,1,45951984,"2015-03-03 20:38:20",2238367,
28841273,1,45952347,"2015-03-03 20:50:04",2946289,
28862387,1,45989972,"2015-03-04 18:45:15",74757,
28862387,1,45990035,"2015-03-04 18:46:59",1070452,
28862387,1,45990119,"2015-03-04 18:49:04",4252155,
28862387,1,45990182,"2015-03-04 18:50:28",4252155,
28862387,1,45990241,"2015-03-04 18:52:10",74757,
28956853,1,46166936,"2015-03-10 05:58:36",3401528,
28956853,1,46167018,"2015-03-10 06:02:06",722796,
28956853,1,46167031,"2015-03-10 06:02:39",383904,
28956853,1,46167088,"2015-03-10 06:06:09",383904,
28956853,1,46167166,"2015-03-10 06:09:44",722796,
28956853,1,46167182,"2015-03-10 06:10:44",3401528,
28989142,1,46226749,"2015-03-11 14:23:28",14104,
28989142,1,46226793,"2015-03-11 14:24:30",4406558,
28989142,1,46237666,"2015-03-11 18:40:38",830125,
28989142,1,46237810,"2015-03-11 18:44:29",1076480,
28989142,1,46237865,"2015-03-11 18:45:44",1076480,
28989142,1,46237904,"2015-03-11 18:46:40",1076480,
28989142,1,46238963,"2015-03-11 19:15:40",4584358,
29152571,1,46526590,"2015-03-19 18:47:33",2060725,
29248101,1,46700984,"2015-03-25 05:31:31",3682162,
29248101,1,46701206,"2015-03-25 05:44:06",1298773,
3775561,1,46899190,"2015-03-30 22:11:14",1053752,
29744638,1,47621882,"2015-04-20 09:59:35",1257504,
29744638,1,47622078,"2015-04-20 10:03:49",782358,
29744638,1,47622148,"2015-04-20 10:05:20",4728605,
29744638,1,47622327,"2015-04-20 10:10:16",1257504,
29744638,1,47622827,"2015-04-20 10:23:37",4728605,
29744638,1,47628917,"2015-04-20 12:48:16",498238,
29744638,1,47709815,"2015-04-22 07:22:11",4728605,
30239694,1,48581120,"2015-05-14 14:25:41",3111149,
30239694,1,48581129,"2015-05-14 14:25:54",1316573,
30274927,1,48650591,"2015-05-16 12:56:09",1071630,
30274927,1,48653357,"2015-05-16 15:29:16",2102695,
30274927,1,48653456,"2015-05-16 15:34:38",4082851,
30274927,1,48698684,"2015-05-18 11:03:40",741108,
30352228,1,48800579,"2015-05-20 15:31:54",4483015,
30352228,1,48807615,"2015-05-20 18:44:20",2054487,
30389438,1,48867443,"2015-05-22 06:05:45",3636601,
30389438,1,48867515,"2015-05-22 06:08:46",3706016,
30389438,1,48867566,"2015-05-22 06:10:36",3706016,
30389438,1,48868463,"2015-05-22 06:42:51",4702701,
30389438,1,48870744,"2015-05-22 07:53:08",3706016,
30392313,1,48873047,"2015-05-22 09:01:52",3153169,
30392313,1,48873451,"2015-05-22 09:13:02",428682,
30505380,1,49089380,"2015-05-28 12:43:02",1172412,
30505380,1,49089498,"2015-05-28 12:46:04",4619569,
30352228,1,49119967,"2015-05-29 06:57:29",2054487,
30626095,1,49345299,"2015-06-04 09:50:22",2092048,
30626095,1,49364238,"2015-06-04 17:33:10",1377097,
30626095,1,49364697,"2015-06-04 17:44:56",1377097,
30626095,1,49365542,"2015-06-04 18:09:44",4966877,
30625803,1,49421281,"2015-06-06 07:39:00",451941,
30703197,1,49464254,"2015-06-08 07:19:17",519413,
