"PostId","PostTypeId","ParentId","CreationDate"
6548364,2,6534534,"2011-07-01 13:10:08"
10923311,1,10923311,"2012-06-06 22:37:10"
13672417,2,13655796,"2012-12-02 18:35:13"
14375191,1,14375191,"2013-01-17 08:50:00"
16643412,1,16643412,"2013-05-20 05:59:20"
21241709,1,21241709,"2014-01-20 18:43:50"
23223328,1,23223328,"2014-04-22 15:06:04"
23403912,1,23403912,"2014-05-01 07:41:21"
27656654,1,27656654,"2014-12-26 11:42:15"
35060540,2,34639612,"2016-01-28 11:41:05"
42129876,2,10734183,"2017-02-09 06:38:50"
42131822,2,9345584,"2017-02-09 08:42:49"
46981594,1,46981594,"2017-10-27 18:46:21"
50584897,1,50584897,"2018-05-29 12:51:09"
