"PostId","PostTypeId","ParentId"
26518742,1,26518742
25613642,1,25613642
28240205,1,28240205
25668099,1,25668099
14501723,1,14501723
20339646,1,20339646
45165328,1,45165328
31436064,1,31436064
26839947,1,26839947
14638335,2,14638284
32337886,2,32320585
30824778,2,30824358
35370876,2,35370226
22456475,2,22456121
17148953,2,17148774
14019391,2,13985492
13081467,2,13081395
30606736,2,30606660
24761391,2,22078751
25076123,2,25076059
35844350,2,35842955
17037278,2,17034511
36399631,2,13285882
26433793,2,26433566
30092187,2,30091932
33020807,2,33018235
29514204,2,29513976
13063381,2,13063098
16529496,2,16352502
24377276,2,24357589
44981474,2,44981161
24096872,2,24096833
33701788,2,33701263
40683871,2,40683806
34976193,2,34976024
18500230,2,18500189
34010113,2,34005516
29124653,2,29124382
23977964,2,23977877
21135638,2,21135183
27108666,2,27107960
24300341,2,24300222
25403525,2,25403472
34244069,2,34243891
24109248,2,24108356
25076123,2,25076059
7329945,2,7329682
11716717,2,11716275
33701855,2,33701263
25790974,2,25790869
31015454,2,31015364
24523133,2,24522370
11282953,2,11282894
2502149,2,2501929
25783695,2,25783594
11191778,2,11191678
33701789,2,33701263
27320342,2,27320212
36576156,2,36575564
24563876,2,24563783
30697926,2,30697072
34183747,2,32324213
29577885,2,29576646
30833472,2,30833373
33099846,2,33099748
15540459,2,15540378
25947073,2,25946973
