"PostId","PostTypeId","ParentId"
30900761,1,30900761
33633883,1,33633883
51188806,1,51188806
28000968,1,28000968
36117581,1,36117581
22889752,1,22889752
36733012,1,36733012
19949562,1,19949562
11315114,1,11315114
34141482,1,34141482
49476055,1,49476055
24161070,1,24161070
10156591,1,10156591
14683415,1,14683415
38100386,1,38100386
33200264,1,33200264
16990923,1,16990923
48363510,1,48363510
50120775,1,50120775
16040145,1,16040145
10386520,1,10386520
27733940,1,27733940
15146117,1,15146117
21084791,1,21084791
40513057,1,40513057
23362408,1,23362408
30253596,1,30253596
8981898,2,8981730
7873049,2,7868025
20503772,2,20474280
33162204,2,16990923
52051664,2,52049163
