"PostId","PostTypeId","ParentId","CreationDate"
11305435,2,11305382,"2012-07-03 06:17:28"
19253351,1,19253351,"2013-10-08 16:33:14"
23646188,1,23646188,"2014-05-14 05:19:31"
27480043,1,27480043,"2014-12-15 08:33:10"
27916044,2,27915934,"2015-01-13 06:22:17"
29293132,2,29183432,"2015-03-27 04:08:08"
30095793,2,30095582,"2015-05-07 08:32:33"
32825250,2,32825020,"2015-09-28 14:14:35"
35649127,2,35645060,"2016-02-26 10:22:35"
40379009,2,40378706,"2016-11-02 11:37:59"
45703402,1,45703402,"2017-08-16 00:31:32"
