"PostId","PostTypeId","ParentId"
42780444,1,42780444
35887395,1,35887395
35664826,1,35664826
26149381,1,26149381
15547284,1,15547284
29367137,1,29367137
13761078,1,13761078
20268781,1,20268781
24088503,2,12907962
26013646,2,26013562
33429931,2,33429767
32843195,2,27595724
35177567,2,35177272
17110714,2,11711053
17349029,2,8242974
15525014,2,15520876
34442356,2,34395296
24990176,2,24989193
31107676,2,31107275
43205101,2,30702353
43987506,2,43986662
27482259,2,27475342
32622615,2,32620809
31746283,2,31745922
16440413,2,16440098
20718217,2,20717777
11266646,2,11264365
32449434,2,26688276
18886278,2,17547489
29912621,2,29911997
19865787,2,14122848
24578434,2,24578282
19556866,2,19554719
29764454,2,29764089
12754510,2,7721148
12745492,2,12744862
36736640,2,36734234
15712337,2,15712107
21695259,2,21694073
45642166,2,45623977
14502911,2,14501046
28542499,2,22537434
