"PostId","PostTypeId","ParentId"
15154527,1,15154527
46078492,1,46078492
45612134,1,45612134
40979089,1,40979089
29208736,1,29208736
2973558,1,2973558
14563341,1,14563341
2207141,1,2207141
33401879,1,33401879
12084256,1,12084256
15966900,1,15966900
3647063,1,3647063
32809725,1,32809725
49159906,1,49159906
35146700,1,35146700
50411240,1,50411240
22260916,1,22260916
15966900,1,15966900
13458463,1,13458463
50411240,1,50411240
23549106,1,23549106
40778556,1,40778556
14216393,1,14216393
5781358,2,5781078
