"Url","PostCount"
"http://i.stack.imgur.com/mxqJo.png",3
"http://i.stack.imgur.com/4nESV.png",2
"http://www.androidhive.info/2013/07/android-expandable-list-view-tutorial/",2
"http://i.stack.imgur.com/tqZHp.png",2
"http://i.stack.imgur.com/jYHq5.png",2
"http://i.stack.imgur.com/w7he0.png",1
"http://schemas.android.com/apk/res/android",1
"https://i.stack.imgur.com/pMhfp.png",1
"http://i.stack.imgur.com/UdLHp.jpg",1
"http://i.stack.imgur.com/098UK.png",1
"http://i.stack.imgur.com/CR1u7.png",1
"http://developer.android.com/reference/android/widget/ExpandableListView.html",1
"http://i.stack.imgur.com/Ygk9n.jpg",1
"http://i.stack.imgur.com/DTenm.png",1
