"PostId","PostTypeId","ParentId","CreationDate"
13418199,2,13418015,"2012-11-16 14:06:35"
15177160,1,15177160,"2013-03-02 17:11:57"
15912124,1,15912124,"2013-04-09 20:43:25"
21791629,2,21791368,"2014-02-15 00:03:43"
22788303,2,22787881,"2014-04-01 14:04:26"
26758145,2,26712152,"2014-11-05 13:14:51"
29816470,2,29815847,"2015-04-23 07:24:20"
30165422,1,30165422,"2015-05-11 10:31:48"
37303419,2,27544122,"2016-05-18 15:01:20"
41260696,2,41260604,"2016-12-21 10:35:29"
46328710,2,46267304,"2017-09-20 17:49:56"
