"PostId","PostTypeId","ParentId"
42215980,1,42215980
44825608,1,44825608
45254381,1,45254381
29782148,1,29782148
36942807,1,36942807
37553972,1,37553972
48771163,1,48771163
45256067,1,45256067
36918428,1,36918428
35224311,1,35224311
40119640,1,40119640
46172231,1,46172231
48194619,1,48194619
41044797,1,41044797
31587914,2,31587507
36102352,2,36100212
45216474,2,45202419
41308774,2,41307466
33964452,2,33964145
35709541,2,35709341
50569537,2,50568537
50518707,2,50506960
45364813,2,45141204
47407781,2,41333281
50462686,2,50462585
47394884,2,38789477
39968050,2,39966012
35355070,2,35354572
40309882,2,40296429
42784754,2,42696344
42797240,2,42696344
31345139,2,31335597
39009138,2,39004996
46728929,2,46699556
45840294,2,45839924
31806644,2,31802807
33310347,2,33307958
47394772,2,42481440
32963768,2,32963439
47395032,2,30208804
46970107,2,46958017
45725374,2,45721242
