"PostId","PostTypeId","ParentId","CreationDate"
7755347,2,7754879,"2011-10-13 14:04:40"
9778043,1,9778043,"2012-03-19 21:13:31"
11612408,1,11612408,"2012-07-23 12:19:34"
19011178,1,19011178,"2013-09-25 17:11:49"
19971601,2,19971472,"2013-11-14 07:05:56"
28185773,2,19011178,"2015-01-28 06:09:06"
28185912,2,21178875,"2015-01-28 06:20:24"
30470051,1,30470051,"2015-05-26 22:31:10"
34220522,2,34220413,"2015-12-11 09:51:06"
34625532,2,34590496,"2016-01-06 04:14:52"
39523834,1,39523834,"2016-09-16 04:39:12"
48354020,1,48354020,"2018-01-20 08:21:19"
