"PostId","PostTypeId","ParentId"
36639334,1,36639334
40987804,2,40986772
34560045,2,34560021
46198772,2,44741636
35937221,2,35937066
36178188,2,36177784
35917362,2,35917088
36264418,2,36264377
35941708,2,35776465
41965710,2,5074844
47216563,2,47216460
40263796,2,6557220
40263982,2,6702105
35957349,2,35957253
41859340,2,41859098
33651847,2,33640928
36283582,2,36283550
35094456,2,35084780
34172986,2,32233266
41235597,2,41235523
41118440,2,41097321
38845345,2,38845288
41857013,2,41856702
32168421,2,4961355
