"PostId","PostTypeId","ParentId"
29653353,1,29653353
35139025,1,35139025
30557743,1,30557743
39188406,1,39188406
14573800,2,14573704
5025040,2,5024866
12423237,2,12423149
29278115,2,29277739
24301032,2,24299988
41210521,2,41210428
5959202,2,5959172
14341340,2,14340822
8582352,2,8582288
36804542,2,36804460
35235273,2,35235228
49214311,2,49214210
6382888,2,6382804
32589924,2,32589696
10240339,2,10240167
16127037,2,16127036
43030318,2,43030282
50599301,2,50599163
23751533,2,23751467
12178380,2,12178206
4228776,2,4228757
13089887,2,70797
17813349,2,17813273
