"Url","PostCount"
"https://docs.python.org/3/library/xml.etree.elementtree.html",2
"https://docs.python.org/2/library/xml.etree.elementtree.html",2
"https://docs.python.org/3/library/xml.etree.elementtree.html#parsing-xml",1
"https://docs.python.org/2/library/xml.etree.elementtree.html#parsing-xml",1
"http://docs.python.org/2/library/xml.etree.elementtree.html#xml.etree.ElementTree.ElementTree.iter",1
"http://pastebin.com/b5bwrSFU",1
"https://docs.python.org/3/library/xml.etree.elementtree.html#xml.etree.ElementTree.Element.clear",1
"http://redsymbol.net/articles/svg-markup-chomsky/",1
"https://docs.python.org/3/library/xml.etree.elementtree.html#xml.etree.ElementTree.ElementTree.write",1
"https://docs.python.org/3/library/xml.etree.elementtree.html#xml.etree.ElementTree.Element.remove",1
"http://docs.python.org/2/library/xml.etree.elementtree.html",1
"http://python.zirael.org/e-gtk-treeview4.html",1
"http://docs.python.org/2/library/xml.etree.elementtree.html#elementtree-objects",1
"https://docs.python.org/2/library/xml.etree.elementtree.html#xml.etree.ElementTree.Element.get",1
"http://alvinalexander.com/scala/scala-xml-searching-xmlns-namespaces-xpath-parsing",1
