"PostId","PostTypeId","ParentId","CreationDate"
12710853,1,12710853,"2012-10-03 14:40:28"
12787791,2,12785580,"2012-10-08 18:58:59"
16383091,1,16383091,"2013-05-05 09:19:19"
20861605,1,20861605,"2013-12-31 18:13:47"
23943455,1,23943455,"2014-05-29 21:38:25"
26730346,1,26730346,"2014-11-04 08:08:54"
31320505,2,30938806,"2015-07-09 14:29:16"
33302497,2,29079737,"2015-10-23 12:35:04"
34485930,1,34485930,"2015-12-27 23:22:02"
34508725,2,34376575,"2015-12-29 10:04:24"
36196244,1,36196244,"2016-03-24 08:52:18"
42241856,1,42241856,"2017-02-15 06:07:52"
