"PostId","PostTypeId","ParentId","CreationDate"
13203231,1,13203231,"2012-11-02 21:23:27"
15405450,2,15328275,"2013-03-14 09:27:21"
16971874,2,15668339,"2013-06-06 20:46:23"
18982384,2,18981909,"2013-09-24 13:02:39"
19139690,2,19139613,"2013-10-02 14:41:01"
19300508,1,19300508,"2013-10-10 15:48:59"
20095157,2,20095002,"2013-11-20 11:50:34"
23759275,2,17295126,"2014-05-20 12:01:02"
32422385,2,32421322,"2015-09-06 10:12:03"
32838911,2,32838372,"2015-09-29 08:08:50"
45479714,2,45479661,"2017-08-03 09:08:52"
