"Url","PostCount"
"http://i.stack.imgur.com/atW9w.png",9
"http://i.stack.imgur.com/NuThL.png",8
"https://github.com/git/git/blob/master/Documentation/RelNotes/2.7.0.txt",8
"http://i.stack.imgur.com/U0l3s.png",7
"https://git-scm.com/docs/git-reset",5
"https://git-scm.com/docs/git-reflog",4
"http://i.stack.imgur.com/OlavO.png",3
"https://git-scm.com/docs/git-checkout",3
"https://git-scm.com/docs/git-revert",2
"https://rtyley.github.io/bfg-repo-cleaner/",1
"https://git-scm.com/book/en/v2/Git-Tools-Advanced-Merging#_undoing_merges",1
"http://schacon.github.com/git/git-revert.html",1
