"Url","PostCount"
"http://www.srccodes.com/p/article/38/build-install-configure-run-apache-hadoop-2.2.0-microsoft-windows-os",2
"https://hadoop.apache.org/docs/r2.8.0/hadoop-project-dist/hadoop-common/SingleCluster.html",2
"http://wiki.apache.org/hadoop/ConnectionRefused",2
"https://i.stack.imgur.com/K5kKK.png",1
"https://hadoop.apache.org/docs/stable/hadoop-project-dist/hadoop-common/SingleCluster.html",1
"http://hadoop.apache.org/docs/r2.3.0/hadoop-project-dist/hadoop-common/SingleNodeSetup.html",1
"https://hadoop.apache.org/docs/r2.6.3/hadoop-yarn/hadoop-yarn-common/yarn-default.xml",1
"https://hadoop.apache.org/docs/r2.8.0/hadoop-mapreduce-client/hadoop-mapreduce-client-core/MapReduceTutorial.html",1
"http://toodey.com/2015/08/10/hadoop-installation-on-windows-without-cygwin-in-10-mints/",1
"https://i.stack.imgur.com/JyXLg.png",1
"https://github.com/MinerKasch/HadoopWithPython/blob/master/python/MapReduce/mrjob/top_salary.py",1
"https://hdfscli.readthedocs.io/en/latest/quickstart.html",1
"https://i.stack.imgur.com/TR83Q.png",1
"http://hadoop.apache.org/docs/current/hadoop-project-dist/hadoop-common/SingleCluster.html#Pseudo-Distributed_Operation",1
"http://apache.mirrors.lucidnetworks.net/hadoop/common/hadoop-2.7.0/hadoop-2.7.0.tar.gz",1
"http://i.stack.imgur.com/oWsQR.png",1
"https://i.stack.imgur.com/S2cSi.png",1
"https://docs.hortonworks.com/HDPDocuments/HDP2/HDP-2.6.4/bk_hadoop-high-availability/content/ha-rm-testing-single-node.html",1
"https://www.tutorialspoint.com/hbase/hbase_installation.htm",1
"https://github.com/MinerKasch/HadoopWithPython/blob/master/resources/salaries.csv",1
"https://i.stack.imgur.com/HnI7e.png",1
"http://hadoop.apache.org/docs/current/hadoop-project-dist/hadoop-common/SingleCluster.html",1
"https://hadoop.apache.org/docs/stable/hadoop-project-dist/hadoop-common/SingleCluster.html#YARN_on_Single_Node",1
