"Url","PostCount"
"https://developer.mozilla.org/en-US/docs/Web/API/MutationObserver",12
"https://developer.mozilla.org/en-US/docs/Web/Guide/Events/Mutation_events",3
"https://hacks.mozilla.org/2012/05/dom-mutationobserver-reacting-to-dom-changes-without-killing-browser-performance/",3
"http://hacks.mozilla.org/2012/05/dom-mutationobserver-reacting-to-dom-changes-without-killing-browser-performance/",3
"https://developer.mozilla.org/en-US/docs/DOM/MutationObserver?redirectlocale=en-US&redirectslug=DOM%2FDOM_Mutation_Observers",2
"https://developer.mozilla.org/en/docs/Web/API/MutationObserver",2
"https://github.com/google/closure-compiler/blob/master/externs/html5.js#L2813",1
"http://www.youtube.com/watch?v=eRZ4pO0gVWw",1
"http://dom.spec.whatwg.org/#mutation-observers",1
"http://code.google.com/p/mutation-summary/",1
"https://github.com/kapetan/jquery-observe",1
"http://en.wikipedia.org/wiki/DOM_events#Common.2FW3C_events",1
"http://www.seleniumhq.org/",1
"https://dom.spec.whatwg.org/#mutation-observers",1
"https://developer.mozilla.org/en-US/docs/Web/API/Window.dump",1
"https://github.com/polymer/MutationObservers",1
"https://developer.mozilla.org/en-US/docs/Web/API/MutationObserver#MutationObserverInit",1
"http://updates.html5rocks.com/2012/02/Detect-DOM-changes-with-Mutation-Observers",1
"http://www.w3.org/TR/DOM-Level-2-Events/events.html#Events-eventgroupings-mutationevents",1
"https://developer.mozilla.org/en/docs/Web/API/MutationObserver#Example_usage",1
