"PostId","PostTypeId","ParentId","CreationDate"
9619319,2,9608366,"2012-03-08 14:36:39"
11567652,1,11567652,"2012-07-19 19:07:20"
15281808,2,15281727,"2013-03-07 21:10:26"
16133774,1,16133774,"2013-04-21 17:00:24"
20674689,2,20673235,"2013-12-19 06:20:36"
32005486,1,32005486,"2015-08-14 08:23:06"
35266415,2,35266349,"2016-02-08 09:42:53"
35644989,2,35642271,"2016-02-26 06:27:57"
37336436,2,37335436,"2016-05-20 01:13:16"
38849499,2,38846997,"2016-08-09 11:30:02"
46172020,2,46171765,"2017-09-12 08:53:46"
