"PostId","PostTypeId","ParentId","CreationDate"
28119984,1,28119984,"2015-01-23 22:46:46"
28280896,2,28279664,"2015-02-02 15:18:18"
29055547,2,20723803,"2015-03-14 23:38:14"
30623869,2,30609092,"2015-06-03 15:03:04"
31214269,2,28389697,"2015-07-03 21:14:25"
31529531,1,31529531,"2015-07-21 02:46:40"
31932209,1,31932209,"2015-08-11 02:24:43"
33639545,2,33639457,"2015-11-10 21:01:23"
34479635,2,34479123,"2015-12-27 10:42:42"
34853576,2,34853129,"2016-01-18 11:24:49"
35187814,1,35187814,"2016-02-03 21:12:38"
36242238,1,36242238,"2016-03-26 23:52:29"
37676497,1,37676497,"2016-06-07 10:14:18"
41044922,1,41044922,"2016-12-08 17:03:13"
41938087,1,41938087,"2017-01-30 14:16:48"
42261922,2,42148086,"2017-02-15 23:16:05"
51319834,2,35036547,"2018-07-13 07:27:42"
