"PostId","PostTypeId","ParentId"
36388478,1,36388478
25988380,1,25988380
14355466,1,14355466
1401526,1,1401526
15976290,1,15976290
26306644,1,26306644
35874187,1,35874187
18319037,2,18318483
1898558,2,1898444
30877303,2,30877110
9830914,2,9830788
31845414,2,4075528
1885479,2,1885450
9629357,2,9629283
24299277,2,24299125
36214444,2,36213888
38512153,2,38511879
48408694,2,40564474
23095945,2,23095897
28242154,2,12085761
31062027,2,6705572
40764492,2,40763984
22215537,2,22214686
25310198,2,25310066
3385248,2,3385203
11765765,2,11765683
14292573,2,14292536
46705012,2,46704917
