"PostId","PostTypeId","ParentId","CreationDate"
12443515,2,11796349,"2012-09-16 00:26:18"
14414632,2,14414606,"2013-01-19 12:58:55"
19134942,2,19068364,"2013-10-02 10:33:21"
26932346,2,26932205,"2014-11-14 14:34:14"
30386423,2,30382762,"2015-05-22 00:12:19"
30523494,2,30523352,"2015-05-29 07:19:17"
32859476,1,32859476,"2015-09-30 06:42:38"
34177021,2,34176597,"2015-12-09 10:56:01"
35214501,2,35196155,"2016-02-05 00:49:01"
35620206,1,35620206,"2016-02-25 06:44:21"
36445672,2,36386292,"2016-04-06 08:33:48"
41377465,2,41377068,"2016-12-29 10:10:02"
41494968,2,41494863,"2017-01-05 21:26:37"
41985858,1,41985858,"2017-02-01 17:23:15"
42194514,2,42167140,"2017-02-12 23:29:27"
42668678,2,42668284,"2017-03-08 10:23:12"
50087005,2,50086945,"2018-04-29 13:18:38"
