"PostId","PostTypeId","ParentId"
38088550,1,38088550
43223980,1,43223980
35034677,1,35034677
48891212,1,48891212
32871679,1,32871679
40792889,1,40792889
52094513,1,52094513
39087554,1,39087554
5148180,1,5148180
41013516,1,41013516
38543168,1,38543168
11616817,1,11616817
22576416,1,22576416
2373592,1,2373592
41891409,1,41891409
29536019,1,29536019
10969290,1,10969290
30250196,1,30250196
6873878,1,6873878
45506411,1,45506411
20888370,1,20888370
17652778,1,17652778
24767322,2,24758577
5091539,2,5091488
28474809,2,28474448
34363741,2,34361987
36620390,2,22461879
20268327,2,20268095
20316692,2,20316105
31648080,2,31646313
43480302,2,13285826
27756305,2,27755808
34337726,2,34337638
22236390,2,22227156
47017545,2,46977415
1896610,2,1896449
10955932,2,10619243
20868920,2,292914
5657722,2,5657416
42556727,2,8724405
22584092,2,22575608
13307717,2,13285826
16178775,2,3655093
28027164,2,28026991
40139407,2,40137451
30031212,2,30031100
36818768,2,19448594
25678686,2,25678610
4928309,2,4928271
29711895,2,29676381
26264601,2,22708241
10996074,2,10995544
31211884,2,31211605
3166844,2,2534883
5168057,2,5148180
15113734,2,15113628
16603446,2,16594845
37324273,2,37300743
15113759,2,15113628
23448134,2,23447095
47689222,2,47689134
45254176,2,32546697
40887087,2,34286172
16890146,2,16889183
27636928,2,27636864
5148876,2,5148180
