"PostId","PostTypeId","ParentId"
15723810,1,15723810
21850735,1,21850735
15844825,1,15844825
20818854,1,20818854
5898819,1,5898819
16717827,1,16717827
26207848,1,26207848
21919403,1,21919403
17858961,1,17858961
21970832,1,21970832
22914942,1,22914942
20481376,1,20481376
9952329,1,9952329
11346662,1,11346662
14583562,1,14583562
12494092,1,12494092
16938113,1,16938113
19249960,1,19249960
5376334,1,5376334
16901542,2,16901174
17839023,2,17838846
21068073,2,21067966
22530257,2,22530173
18801118,2,18801056
13244635,2,13244587
20084751,2,20084635
22551384,2,22354448
