"PostId","PostTypeId","ParentId","CreationDate"
19884059,1,19884059,"2013-11-09 22:46:05"
20358460,1,20358460,"2013-12-03 18:06:45"
21664855,1,21664855,"2014-02-09 20:50:17"
22886950,1,22886950,"2014-04-05 21:18:24"
26076366,1,26076366,"2014-09-27 15:45:34"
26092506,1,26092506,"2014-09-29 04:19:55"
26225703,1,26225703,"2014-10-06 22:13:54"
26327254,2,5172717,"2014-10-12 16:20:52"
26413259,2,26413148,"2014-10-16 20:24:26"
27045766,2,20454398,"2014-11-20 17:25:01"
27530287,1,27530287,"2014-12-17 16:31:34"
29591025,1,29591025,"2015-04-12 15:18:25"
30019551,2,30013894,"2015-05-03 21:19:19"
33054870,1,33054870,"2015-10-10 14:09:04"
39627334,1,39627334,"2016-09-21 22:09:56"
42257066,2,35302820,"2017-02-15 18:12:18"
