"PostId","PostTypeId","ParentId","CreationDate"
18036109,1,18036109,"2013-08-03 18:47:41"
19251064,2,19251023,"2013-10-08 14:51:09"
19562752,2,19548376,"2013-10-24 09:59:18"
21173749,2,21173532,"2014-01-16 21:57:42"
22070648,2,22064906,"2014-02-27 13:54:33"
32954308,2,32953673,"2015-10-05 17:21:07"
35352072,1,35352072,"2016-02-11 23:22:52"
35963202,2,35957550,"2016-03-12 20:55:20"
37334057,2,37332623,"2016-05-19 21:11:47"
38688646,2,38688432,"2016-07-31 21:44:28"
39576959,2,39576812,"2016-09-19 15:35:55"
42515028,2,42514560,"2017-02-28 17:20:58"
43027967,2,38615081,"2017-03-26 11:09:22"
43818238,2,43812402,"2017-05-06 08:14:10"
45784220,2,45777646,"2017-08-20 16:10:30"
46008380,2,46008318,"2017-09-01 21:51:15"
48242236,2,48239075,"2018-01-13 17:07:55"
50013769,2,50007089,"2018-04-25 03:48:21"
